Product,Status,Release Date,Code Name,Cores,Threads,Lithography(nm),Max. Turbo Freq.(GHz),Base Freq.(GHz),TDP(W),Cache(MB),Cache Info,Max Memory Size(GB),Memory Types,Max Memory Speed(MHz),Integrated Graphics
Pentium Gold 8500,Launched,Q1'22,Alder Lake,5,6,7,4.40,N/A,9,8,Intel Smart Cache,64,"Up to LPDDR5 5200 MT/s, Up to LPDDR4x 4267 MT/s",N/A,Intel UHD Graphics for 12th Gen Intel Processors
Pentium Gold 8505,Launched,Q1'22,Alder Lake,5,6,7,4.40,N/A,15,8,Intel Smart Cache,64,"Up to DDR5 4800 MT/s, Up to DDR4 3200 MT/s, Up to LPDDR5 5200 MT/s, Up to LPDDR4x 4267 MT/s",N/A,Intel UHD Graphics for 12th Gen Intel Processors
Pentium Gold 8505 (with IPU),Launched,Q1'22,Alder Lake,5,6,7,4.40,N/A,15,8,Intel Smart Cache,64,"Up to DDR5 4800 MT/s, Up to DDR4 3200 MT/s, Up to LPDDR5x 5200 MT/s, Up to LPDDR4x 4267 MT/s",N/A,Intel UHD Graphics for 12th Gen Intel Processors
Pentium Gold G7400,Launched,Q1'22,Alder Lake,2,4,7,N/A,3.70,46,6,Intel Smart Cache,128,"Up to DDR5 4800 MT/s, Up to DDR4 3200 MT/s",N/A,Intel UHD Graphics 710
Pentium Gold G7400E,Launched,Q1'22,Alder Lake,2,4,7,N/A,3.60,46,6,Intel Smart Cache,128,"Up to DDR5 4800 MT/s, Up to DDR4 3200 MT/s",N/A,Intel UHD Graphics 710
Pentium Gold G7400T,Launched,Q1'22,Alder Lake,2,4,7,N/A,3.10,35,6,Intel Smart Cache,128,"Up to DDR5 4800 MT/s, Up to DDR4 3200 MT/s",N/A,Intel UHD Graphics 710
Pentium Gold G7400TE,Launched,Q1'22,Alder Lake,2,4,7,N/A,3.00,35,6,Intel Smart Cache,128,"Up to DDR5 4800 MT/s, Up to DDR4 3200 MT/s",N/A,Intel UHD Graphics 710
Pentium Gold G6405,Launched,Q1'21,Comet Lake,2,4,14,N/A,4.10,58,4,Intel Smart Cache,128,DDR4,2666,Intel UHD 610 Graphics
Pentium Gold G6405T,Launched,Q1'21,Comet Lake,2,4,14,N/A,3.50,35,4,Intel Smart Cache,128,DDR4,2666,Intel UHD 610 Graphics
Pentium Gold G6505,Launched,Q1'21,Comet Lake,2,4,14,N/A,4.20,58,4,Intel Smart Cache,128,DDR4,2666,Intel UHD 630 Graphics
Pentium Gold G6505T,Launched,Q1'21,Comet Lake,2,4,14,N/A,3.60,35,4,Intel Smart Cache,128,DDR4,2666,Intel UHD 630 Graphics
Pentium Gold G6605,Launched,Q1'21,Comet Lake,2,4,14,N/A,4.30,58,4,Intel Smart Cache,128,DDR4,2666,Intel UHD 630 Graphics
Pentium Gold 6500Y,Discontinued,Q1'21,Amber Lake Y,2,4,14,3.40,1.10,5,4,Intel Smart Cache,16,"LPDDR3-1866, DDR3L-1600",N/A,Intel UHD 615 Graphics
Pentium Gold 7505,Launched,Q4'20,Tiger Lake,2,4,10,N/A,3.50,15,4,Intel Smart Cache,64,"DDR4-3200, LPDDR4x-3733",N/A,Intel UHD Graphics for 11th Gen Intel Core Processors
Pentium Gold G6400,Launched,Q2'20,Comet Lake,2,4,14,N/A,4.00,58,4,Intel Smart Cache,128,DDR4,2666,Intel UHD 610 Graphics
Pentium Gold G6400E,Launched,Q2'20,Comet Lake,2,4,14,N/A,3.80,58,4,Intel Smart Cache,128,DDR4,2400,Intel UHD 610 Graphics
Pentium Gold G6400T,Launched,Q2'20,Comet Lake,2,4,14,N/A,3.40,35,4,Intel Smart Cache,128,DDR4,2666,Intel UHD 610 Graphics
Pentium Gold G6400TE,Launched,Q2'20,Comet Lake,2,4,14,N/A,3.20,35,4,Intel Smart Cache,128,DDR4,2400,Intel UHD 610 Graphics
Pentium Gold G6500,Launched,Q2'20,Comet Lake,2,4,14,N/A,4.10,58,4,Intel Smart Cache,128,DDR4,2666,Intel UHD 630 Graphics
Pentium Gold G6500T,Launched,Q2'20,Comet Lake,2,4,14,N/A,3.50,35,4,Intel Smart Cache,128,DDR4,2666,Intel UHD 630 Graphics
Pentium Gold G6600,Launched,Q2'20,Comet Lake,2,4,14,N/A,4.20,58,4,Intel Smart Cache,128,DDR4,2666,Intel UHD 630 Graphics
Pentium Gold 6405U,Launched,Q4'19,Comet Lake,2,4,14,N/A,2.40,15,2,N/A,64,"DDR4-2400, LPDDR3-2133",N/A,Intel UHD Graphics for 10th Gen Intel Core Processors
Pentium Gold G5420,Discontinued,Q2'19,Coffee Lake,2,4,14,N/A,3.80,54,4,Intel Smart Cache,64,DDR4,2400,Intel UHD 610 Graphics
Pentium Gold G5420T,Discontinued,Q2'19,Coffee Lake,2,4,14,N/A,3.20,35,4,Intel Smart Cache,64,DDR4,2400,Intel UHD 610 Graphics
Pentium Gold G5600T,Discontinued,Q2'19,Coffee Lake,2,4,14,N/A,3.30,35,4,Intel Smart Cache,64,DDR4,2400,Intel UHD 630 Graphics
Pentium Gold G5620,Discontinued,Q2'19,Coffee Lake,2,4,14,N/A,4.00,54,4,Intel Smart Cache,64,DDR4,2400,Intel UHD 630 Graphics
Pentium Gold 5405U,Launched,Q1'19,Whiskey Lake,2,4,14,N/A,2.30,15,2,Intel Smart Cache,64,"DDR4-2133, LPDDR3-1866",N/A,Intel UHD Graphics for 8th Gen Intel Processors
Pentium Gold 4417U,Launched,Q1'19,Kaby Lake R,2,4,14,N/A,2.30,15,2,Intel Smart Cache,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",N/A,Intel HD 610 Graphics
Pentium Gold 4425Y,Discontinued,Q1'19,Amber Lake,2,4,14,N/A,1.70,6,2,N/A,16,"LPDDR3-1866, DDR3L-1600",N/A,Intel UHD 615 Graphics
Pentium Gold G5400,Launched,Q2'18,Coffee Lake,2,4,14,N/A,3.70,58,4,Intel Smart Cache,64,DDR4,2400,Intel UHD 610 Graphics
Pentium Gold G5400T,Launched,Q2'18,Coffee Lake,2,4,14,N/A,3.10,35,4,Intel Smart Cache,64,DDR4,2400,Intel UHD 610 Graphics
Pentium Gold G5500,Discontinued,Q2'18,Coffee Lake,2,4,14,N/A,3.80,54,4,Intel Smart Cache,64,DDR4,2400,Intel UHD 630 Graphics
Pentium Gold G5500T,Discontinued,Q2'18,Coffee Lake,2,4,14,N/A,3.20,35,4,Intel Smart Cache,64,DDR4,2400,Intel UHD 630 Graphics
Pentium Gold G5600,Discontinued,Q2'18,Coffee Lake,2,4,14,N/A,3.90,54,4,Intel Smart Cache,64,DDR4,2400,Intel UHD 630 Graphics
Pentium Gold 4415Y,Launched,Q2'17,Kaby Lake,2,4,14,N/A,1.60,6,2,Intel Smart Cache,16,"LPDDR3-1866, DDR3L-1600",N/A,Intel HD 615 Graphics
Pentium Gold 4410Y,Launched,Q1'17,Kaby Lake,2,4,14,N/A,1.50,6,2,Intel Smart Cache,16,"LPDDR3-1866, DDR3L-1600",N/A,Intel HD 615 Graphics
Pentium Gold 4415U,Launched,Q1'17,Kaby Lake,2,4,14,N/A,2.30,15,2,Intel Smart Cache,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",N/A,Intel HD 610 Graphics
Pentium Silver N6000,Launched,Q1'21,Jasper Lake,4,4,10,N/A,1.10,6,4,Intel Smart Cache,16,"DDR4, LPDDR4x",2933,Intel UHD Graphics
Pentium Silver N6005,Launched,Q1'21,Jasper Lake,4,4,10,N/A,2.00,10,4,Intel Smart Cache,16,"DDR4, LPDDR4x,",2933,Intel UHD Graphics
Pentium Silver J5040,Discontinued,Q4'19,Gemini Lake Refresh,4,4,14,N/A,2.00,10,4,N/A,8,"DDR4/LPDDR4 up to 2400 MT/s",N/A,Intel UHD 605 Graphics
Pentium Silver N5030,Discontinued,Q4'19,Gemini Lake Refresh,4,4,14,N/A,1.10,6,4,N/A,8,"DDR4/LPDDR4 up to 2400 MT/s",N/A,Intel UHD 605 Graphics
Pentium Silver J5005,Discontinued,Q4'17,Gemini Lake,4,4,14,N/A,1.50,10,4,N/A,8,"DDR4/LPDDR4 up to 2400 MT/s",N/A,Intel UHD 605 Graphics
Pentium Silver N5000,Discontinued,Q4'17,Gemini Lake,4,4,14,N/A,1.10,6,4,N/A,8,"DDR4/LPDDR4 up to 2400 MT/s",N/A,Intel UHD 605 Graphics
Pentium D1519,Launched,Q2'16,Broadwell,4,8,7,2.10,1.50,25,6,N/A,128,"DDR4, DDR3",2133,N/A
Pentium D1507,Launched,Q4'15,Broadwell,2,2,14,N/A,1.20,20,3,N/A,128,"DDR4, DDR3",1600,N/A
Pentium D1508,Launched,Q4'15,Broadwell,2,4,14,2.60,2.20,25,3,N/A,128,"DDR4, DDR3",1866,N/A
Pentium D1509,Launched,Q4'15,Broadwell,2,2,14,N/A,1.50,19,3,N/A,128,"DDR4, DDR3",1600,N/A
Pentium D1517,Launched,Q4'15,Broadwell,4,8,7,2.20,1.60,25,6,N/A,128,"DDR4, DDR3",2133,N/A
Pentium G4560,Discontinued,Q1'17,Kaby Lake,2,4,14,N/A,3.50,54,3,N/A,64,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",N/A,Intel HD 610 Graphics
Pentium G4560T,Discontinued,Q1'17,Kaby Lake,2,4,14,N/A,2.90,35,3,N/A,64,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",N/A,Intel HD 610 Graphics
Pentium G4600,Discontinued,Q1'17,Kaby Lake,2,4,14,N/A,3.60,51,3,N/A,64,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",N/A,Intel HD 630 Graphics
Pentium G4600T,Discontinued,Q1'17,Kaby Lake,2,4,14,N/A,3.00,35,3,N/A,64,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",N/A,Intel HD 630 Graphics
Pentium G4620,Discontinued,Q1'17,Kaby Lake,2,4,14,N/A,3.70,51,3,N/A,64,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",N/A,Intel HD 630 Graphics
Pentium G4400TE,Launched,Q4'15,Skylake,2,2,14,N/A,2.40,35,3,Intel Smart Cache,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",N/A,Intel HD 510 Graphics
Pentium G4400,Launched,Q3'15,Skylake,2,2,14,N/A,3.30,54,3,Intel Smart Cache,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",N/A,Intel HD 510 Graphics
Pentium G4400T,Discontinued,Q3'15,Skylake,2,2,14,N/A,2.90,35,3,Intel Smart Cache,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",N/A,Intel HD 510 Graphics
Pentium G4500,Discontinued,Q3'15,Skylake,2,2,14,N/A,3.50,51,3,Intel Smart Cache,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",N/A,Intel HD 530 Graphics
Pentium G4500T,Discontinued,Q3'15,Skylake,2,2,14,N/A,3.00,35,3,Intel Smart Cache,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",N/A,Intel HD 530 Graphics
Pentium G4520,Discontinued,Q3'15,Skylake,2,2,14,N/A,3.60,51,3,Intel Smart Cache,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",N/A,Intel HD 530 Graphics
Pentium G3260,Discontinued,Q1'15,Haswell,2,2,22,N/A,3.30,53,3,N/A,32,"DDR3-1333, DDR3L-1333 @ 1.5V",N/A,Intel HD Graphics for 4th Gen Intel Processors
Pentium G3260T,Discontinued,Q1'15,Haswell,2,2,22,N/A,2.90,35,3,N/A,32,"DDR3-1333, DDR3L-1333 @ 1.5V",N/A,Intel HD Graphics for 4th Gen Intel Processors
Pentium G3460T,Discontinued,Q1'15,Haswell,2,2,22,N/A,3.00,35,3,N/A,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",N/A,Intel HD Graphics for 4th Gen Intel Processors
Pentium G3470,Discontinued,Q1'15,Haswell,2,2,22,N/A,3.60,53,3,N/A,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",N/A,Intel HD Graphics for 4th Gen Intel Processors
Pentium G3250,Discontinued,Q3'14,Haswell,2,2,22,N/A,3.20,53,3,Intel Smart Cache,32,"DDR3-1333, DDR3L-1333 @ 1.5V",N/A,Intel HD Graphics for 4th Gen Intel Processors
Pentium G3250T,Discontinued,Q3'14,Haswell,2,2,22,N/A,2.80,35,3,Intel Smart Cache,32,"DDR3-1333, DDR3L-1333 @ 1.5V",N/A,Intel HD Graphics for 4th Gen Intel Processors
Pentium G3450T,Discontinued,Q3'14,Haswell,2,2,22,N/A,2.90,35,3,Intel Smart Cache,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",N/A,Intel HD Graphics for 4th Gen Intel Processors
Pentium G3460,Discontinued,Q3'14,Haswell,2,2,22,N/A,3.50,53,3,Intel Smart Cache,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",N/A,Intel HD Graphics for 4th Gen Intel Processors
Pentium G3258,Discontinued,Q2'14,Haswell,2,2,22,N/A,3.20,53,3,N/A,32,"DDR3-1333, DDR3L-1333 @ 1.5V",N/A,Intel HD Graphics for 4th Gen Intel Processors
Pentium G3240,Discontinued,Q2'14,Haswell,2,2,22,N/A,3.10,53,3,Intel Smart Cache,32,"DDR3-1333, DDR3L-1333 @ 1.5V",N/A,Intel HD Graphics for 4th Gen Intel Processors
Pentium G3240T,Discontinued,Q2'14,Haswell,2,2,22,N/A,2.70,35,3,Intel Smart Cache,32,"DDR3-1333, DDR3L-1333 @ 1.5V",N/A,Intel HD Graphics for 4th Gen Intel Processors
Pentium G3440,Discontinued,Q2'14,Haswell,2,2,22,N/A,3.30,53,3,Intel Smart Cache,N/A,N/A,N/A,Intel HD Graphics for 4th Gen Intel Processors
Pentium G3440T,Discontinued,Q2'14,Haswell,2,2,22,N/A,2.80,35,3,Intel Smart Cache,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",N/A,Intel HD Graphics for 4th Gen Intel Processors
Pentium G3450,Discontinued,Q2'14,Haswell,2,2,22,N/A,3.40,53,3,Intel Smart Cache,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",N/A,Intel HD Graphics for 4th Gen Intel Processors
Pentium G3220,Discontinued,Q3'13,Haswell,2,2,22,N/A,3.00,53,3,Intel Smart Cache,32,"DDR3-1333, DDR3L-1333 @ 1.5V",N/A,Intel HD Graphics for 4th Gen Intel Processors
Pentium G3220T,Discontinued,Q3'13,Haswell,2,2,22,N/A,2.60,35,3,Intel Smart Cache,32,"DDR3-1333, DDR3L-1333 @ 1.5V",N/A,Intel HD Graphics for 4th Gen Intel Processors
Pentium G3320TE,Discontinued,Q3'13,Haswell,2,2,22,N/A,2.30,35,3,Intel Smart Cache,32,"DDR3-1333, DDR3L-1333 @ 1.5V",N/A,Intel HD Graphics for 4th Gen Intel Processors
Pentium G3420,Discontinued,Q3'13,Haswell,2,2,22,N/A,3.20,53,3,Intel Smart Cache,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",N/A,Intel HD Graphics for 4th Gen Intel Processors
Pentium G3420T,Discontinued,Q3'13,Haswell,2,2,22,N/A,2.70,35,3,Intel Smart Cache,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",N/A,Intel HD Graphics for 4th Gen Intel Processors
Pentium G3430,Discontinued,Q3'13,Haswell,2,2,22,N/A,3.30,53,3,Intel Smart Cache,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",N/A,Intel HD Graphics for 4th Gen Intel Processors
Pentium G2030,Discontinued,Q2'13,Ivy Bridge,2,2,22,N/A,3.00,55,3,Intel Smart Cache,32,"DDR3 1333/1600",N/A,Intel HD Graphics for 3rd Gen Intel Processors
Pentium G2030T,Discontinued,Q2'13,Ivy Bridge,2,2,22,N/A,2.60,35,3,Intel Smart Cache,32,"DDR3 1333/1600",N/A,Intel HD Graphics for 3rd Gen Intel Processors
Pentium G2120T,Discontinued,Q2'13,Ivy Bridge,2,2,22,N/A,2.70,35,3,Intel Smart Cache,32,"DDR3 1333/1600",N/A,Intel HD Graphics for 3rd Gen Intel Processors
Pentium G2140,Discontinued,Q2'13,Ivy Bridge,2,2,22,N/A,3.30,55,3,Intel Smart Cache,32,"DDR3 1333/1600",N/A,Intel HD Graphics for 3rd Gen Intel Processors
Pentium G2010,Discontinued,Q1'13,Ivy Bridge,2,2,22,N/A,2.80,55,3,Intel Smart Cache,32,DDR3,1333,Intel HD Graphics for 3rd Gen Intel Processors
Pentium G2020,Discontinued,Q1'13,Ivy Bridge,2,2,22,N/A,2.90,55,3,Intel Smart Cache,32,DDR3,1333,Intel HD Graphics for 3rd Gen Intel Processors
Pentium G2020T,Discontinued,Q1'13,Ivy Bridge,2,2,22,N/A,2.50,35,3,Intel Smart Cache,32,DDR3,1333,Intel HD Graphics for 3rd Gen Intel Processors
Pentium G2130,Discontinued,Q1'13,Ivy Bridge,2,2,22,N/A,3.20,55,3,Intel Smart Cache,32,"DDR3 1333/1600",N/A,Intel HD Graphics for 3rd Gen Intel Processors
Pentium G2100T,Discontinued,Q3'12,Ivy Bridge,2,2,22,N/A,2.60,35,3,Intel Smart Cache,32,"DDR3 1333/1600",N/A,Intel HD Graphics for 3rd Gen Intel Processors
Pentium G2120,Discontinued,Q3'12,Ivy Bridge,2,2,22,N/A,3.10,55,3,Intel Smart Cache,32,"DDR3 1333/1600",N/A,Intel HD Graphics for 3rd Gen Intel Processors
Pentium J6426,Launched,Q1'21,Elkhart Lake,4,4,10,N/A,2.00,10,1.5,L2 Cache,32,"4x32 LPDDR4/x 3200MT/s Max 16GB / 2x64 DDR4 3200MT/s Max 32GB",N/A,Intel UHD Graphics for 10th Gen Intel Core Processors
Pentium J4205,Discontinued,Q3'16,Apollo Lake,4,4,14,N/A,1.50,10,2,N/A,8,"DDR3L/LPDDR33 up to 1866 MT/s; LPDDR4 up to 2400 MT/s",N/A,Intel HD 505 Graphics
Pentium J3710,Launched,Q1'16,Braswell,4,4,14,N/A,1.60,6.5,2,L2 Cache,8,DDR3L,1600,Name Unknown
Pentium J2900,Discontinued,Q4'13,Bay Trail,4,4,22,N/A,2.41,10,2,L2 Cache,8,DDR3L,1333,Intel HD Graphics for Intel Atom Z3700 Processor Series
Pentium J2850,Discontinued,Q3'13,Bay Trail,4,4,22,N/A,2.41,10,2,L2 Cache,8,DDR3L,1333,Intel HD Graphics for Intel Atom Z3700 Processor Series
Pentium N6415,Launched,Q1'21,Elkhart Lake,4,4,10,N/A,1.20,6.5,1.5,L2 Cache,32,"4x32 LPDDR4/x 3200MT/s Max 16GB / 2x64 DDR4 3200MT/s Max 32GB",N/A,Intel UHD Graphics for 10th Gen Intel Core Processors
Pentium N4200E,Discontinued,Q3'19,Apollo Lake,4,4,14,2.50,2.50,6,2,N/A,8,"DDR3L/LPDDR3 up to 1866 MT/s; LPDDR4 up to 2400 MT/s",N/A,Intel HD 505 Graphics
Pentium N4200,Launched,Q3'16,Apollo Lake,4,4,14,N/A,1.10,6,2,L2 Cache,8,"DDR3L/LPDDR3 up to 1866 MT/s; LPDDR4 up to 2400 MT/s",N/A,Intel HD 505 Graphics
Pentium N3710,Launched,Q1'16,Braswell,4,4,14,N/A,1.60,6,2,L2 Cache,8,DDR3L,1600,Name Unknown
Pentium N3700,Discontinued,Q1'15,Braswell,4,4,14,N/A,1.60,6,2,L2 Cache,8,DDR3L,1600,Intel HD Graphics for Intel Celeron N3000 Processor Series
Pentium N3540,Discontinued,Q3'14,Bay Trail,4,4,22,N/A,2.16,7.5,2,L2 Cache,8,DDR3L,1333,Intel HD Graphics for Intel Atom Z3700 Processor Series
Pentium N3530,Discontinued,Q1'14,Bay Trail,4,4,22,N/A,2.16,7.5,2,N/A,8,DDR3L,1333,Intel HD Graphics for Intel Atom Z3700 Processor Series
Pentium N3520,Discontinued,Q4'13,Bay Trail,4,4,22,N/A,2.17,7.5,2,N/A,8,DDR3L,1333,Intel HD Graphics for Intel Atom Z3700 Processor Series
Pentium N3510,Discontinued,Q3'13,Bay Trail,4,4,22,N/A,2.00,7.5,2,N/A,8,DDR3L,1333,Intel HD Graphics for Intel Atom Z3700 Processor Series
Pentium 6805,Discontinued,Q4'20,Ice Lake,2,4,10,3.00,1.10,15,4,N/A,64,"DDR4-3200, LPDDR4-3733",N/A,Intel UHD Graphics for 10th Gen Intel Core Processors
Pentium 4405U,Discontinued,Q3'15,Skylake,2,4,14,N/A,2.10,15,2,Intel Smart Cache,32,"DDR4-1866/2133, LPDDR3-1600/1866",N/A,Intel HD 510 Graphics
Pentium 4405Y,Discontinued,Q3'15,Skylake,2,4,14,N/A,1.50,6,2,Intel Smart Cache,16,"LPDDR3-1866, DDR3L-1600",N/A,Intel HD 515 Graphics
Pentium 3825U,Discontinued,Q1'15,Broadwell,2,4,14,N/A,1.90,15,2,N/A,16,"DDR3L 1333/1600 LPDDR3 1333/1600",N/A,Intel HD Graphics for 5th Gen Intel Processors
Pentium 3805U,Discontinued,Q1'15,Broadwell,2,2,14,N/A,1.90,15,2,N/A,16,"DDR3L 1333/1600 LPDDR3 1333/1600",N/A,Intel HD Graphics for 5th Gen Intel Processors
Pentium 3560M,Discontinued,Q2'14,Haswell,2,2,22,N/A,2.40,37,2,N/A,32,"DDR3L 1333/1600",N/A,Intel HD Graphics for 4th Gen Intel Processors
Pentium 3558U,Discontinued,Q4'13,Haswell,2,2,22,N/A,1.70,15,2,Intel Smart Cache,16,"DDR3L 1333/1600, LPDDR3 1333/1600",N/A,Intel HD Graphics for 4th Gen Intel Processors
Pentium 3561Y,Discontinued,Q4'13,Haswell,2,2,22,N/A,1.20,11.5,2,Intel Smart Cache,16,"DDR3L 1333/1600, LPDDR3 1333/1600",N/A,Intel HD Graphics for 4th Gen Intel Processors
Pentium 3550M,Discontinued,Q4'13,Haswell,2,2,22,N/A,2.30,37,2,Intel Smart Cache,32,"DDR3L 1333/1600",N/A,Intel HD Graphics for 4th Gen Intel Processors
Pentium 3556U,Discontinued,Q3'13,Haswell,2,2,22,N/A,1.70,15,2,Intel Smart Cache,16,"DDR3L 1333/1600, LPDDR3 1333/1600",N/A,Intel HD Graphics for 4th Gen Intel Processors
Pentium 3560Y,Discontinued,Q3'13,Haswell,2,2,22,N/A,1.20,11.5,2,Intel Smart Cache,16,"DDR3L 1333/1600, LPDDR3 1333/1600",N/A,Intel HD Graphics for 4th Gen Intel Processors
Pentium 2127U,Discontinued,Q3'13,Ivy Bridge,2,2,22,N/A,1.90,17,2,Intel Smart Cache,32,"DDR3/L/-RS 1333/1600",N/A,Intel HD Graphics for 3rd Gen Intel Processors
Pentium 2030M,Discontinued,Q1'13,Ivy Bridge,2,2,22,N/A,2.50,35,2,Intel Smart Cache,32,"DDR3/L/-RS 1333/1600",N/A,Intel HD Graphics for 3rd Gen Intel Processors
Pentium 2129Y,Discontinued,Q1'13,Ivy Bridge,2,2,22,N/A,1.10,10,2,Intel Smart Cache,32,"DDR3/L/-RS 1333/1600",N/A,Intel HD Graphics for 3rd Gen Intel Processors
Pentium 2020M,Discontinued,Q3'12,Ivy Bridge,2,2,22,N/A,2.40,35,2,Intel Smart Cache,32,"DDR3/L/-RS 1333/1600",N/A,Intel HD Graphics for 3rd Gen Intel Processors
