Product,Status,Release Date,Code Name,Cores,Threads,Lithography(nm),Max. Turbo Freq.(GHz),Base Freq.(GHz),TDP(W),Cache(MB),Cache Info,Max Memory Size(GB),Memory Types,Max Memory Speed(MHz),Integrated Graphics
Intel Processor 300,Launched,Q1'24,Raptor Lake,2,4,7,3.90,N/A,46,6,Intel Smart Cache,192,"Up to DDR5 4800 MT/s, Up to DDR4 3200 MT/s",N/A,Intel UHD Graphics 710
Intel Processor 300T,Launched,Q1'24,Raptor Lake,2,4,7,3.40,N/A,35,6,Intel Smart Cache,192,"Up to DDR5 4800 MT/s, Up to DDR4 3200 MT/s",N/A,Intel UHD Graphics 710
Intel Processor N100,Launched,Q1'23,Alder Lake-N,4,4,7,3.40,N/A,6,6,Intel Smart Cache,16,"DDR4 3200 MT/s, DDR5 4800 MT/s, LPDDR5 4800 MT/s",4800,Intel UHD Graphics
Intel Processor N200,Launched,Q1'23,Alder Lake-N,4,4,7,3.70,N/A,6,6,Intel Smart Cache,16,"DDR4 3200 MT/s, DDR5 4800 MT/s, LPDDR5 4800 MT/s",4800,Intel UHD Graphics
Intel Processor N50,Launched,Q1'23,Alder Lake-N,2,N/A,7,3.40,N/A,6,6,N/A,16,"DDR4 3200 MT/s, DDR5 4800 MT/s, LPDDR5 4800 MT/s",4800,Intel UHD Graphics
Intel Processor N97,Launched,Q1'23,Alder Lake-N,4,N/A,7,3.60,N/A,12,6,Intel Smart Cache,16,"DDR4 3200 MT/s, DDR5 4800 MT/s, LPDDR5 4800 MT/s",4800,Intel UHD Graphics
Intel Processor U300,Launched,Q1'23,Raptor Lake,5,6,7,4.40,N/A,15,8,Intel Smart Cache,96,"Up to DDR5 5200 MT/s, Up to DDR4 3200 MT/s, Up to LPDDR5/x 5200 MT/s, Up to LPDDR4x 4267 MT/s",N/A,Intel UHD Graphics for 13th Gen Intel Processors
Intel Processor U300E,Launched,Q1'23,Raptor Lake,5,6,7,4.30,1.10,15,8,Intel Smart Cache,64,"Up to DDR5 5200 MT/s, Up to DDR4 3200 MT/s, Up to LPDDR5/x 6400 MT/s, Up to LPDDR4x 4267 MT/s",N/A,Intel UHD Graphics for 13th Gen Intel Processors
