Product,Status,Release Date,Cores,Max. Turbo Freq.(GHz),Base Freq.(GHz),Cache(MB),Cache Info,Integrated Graphics
Core i5-2500T,Discontinued,Q1'11,4,3.30,2.30,6,Intel Smart Cache,Intel HD 2000 Graphics
Core i5-2500S,Discontinued,Q1'11,4,3.70,2.70,6,Intel Smart Cache,Intel HD 2000 Graphics
Core i5-2500K,Discontinued,Q1'11,4,3.70,3.30,6,Intel Smart Cache,Intel HD 3000 Graphics
Core i5-2500,Discontinued,Q1'11,4,3.70,3.30,6,Intel Smart Cache,Intel HD 2000 Graphics
Core i5-2467M,Discontinued,Q2'11,2,2.30,1.60,3,L3 Cache,Intel HD 3000 Graphics
Core i5-2450P,Discontinued,Q1'12,4,3.50,3.20,6,Intel Smart Cache,N/A
Core i5-2450M,Discontinued,Q1'12,2,3.10,2.50,3,Intel Smart Cache,Intel HD 3000 Graphics
Core i5-2435M,Discontinued,Q4'11,2,3.00,2.40,3,Intel Smart Cache,Intel HD 3000 Graphics
Core i5-2430M,Discontinued,Q4'11,2,3.00,2.40,3,Intel Smart Cache,Intel HD 3000 Graphics
Core i5-2410M,Discontinued,Q1'11,2,2.90,2.30,3,Intel Smart Cache,Intel HD 3000 Graphics
Core i5-2405S,Discontinued,Q2'11,4,3.30,2.50,6,Intel Smart Cache,Intel HD 3000 Graphics
Core i5-2400S,Discontinued,Q1'11,4,3.30,2.50,6,Intel Smart Cache,Intel HD 2000 Graphics
Core i5-2400,Discontinued,Q1'11,4,3.40,3.10,6,Intel Smart Cache,Intel HD 2000 Graphics
Core i5-2390T,Discontinued,Q1'11,2,3.50,2.70,3,Intel Smart Cache,Intel HD 2000 Graphics
Core i5-2380P,Discontinued,Q1'12,4,3.40,3.10,6,Intel Smart Cache,N/A
Core i5-2320,Discontinued,Q3'11,4,3.30,3.00,6,Intel Smart Cache,Intel HD 2000 Graphics
Core i5-2310,Discontinued,Q2'11,4,3.20,2.90,6,Intel Smart Cache,Intel HD 2000 Graphics
Core i5-2300,Discontinued,Q1'11,4,3.10,2.80,6,Intel Smart Cache,Intel HD 2000 Graphics
Core i3-2377M,Discontinued,Q2'12,2,N/A,1.50,3,Intel Smart Cache,N/A
Core i3-2375M,Discontinued,Q1'13,2,N/A,1.50,3,Intel Smart Cache,N/A
Core i3-2370M,Discontinued,Q1'12,2,N/A,2.40,3,Intel Smart Cache,Intel HD 3000 Graphics
Core i3-2367M,Discontinued,Q4'11,2,N/A,1.40,3,Intel Smart Cache,Intel HD 3000 Graphics
Core i3-2365M,Discontinued,Q3'12,2,N/A,1.40,3,Intel Smart Cache,N/A
Core i3-2357M,Discontinued,Q2'11,2,N/A,1.30,3,L3 Cache,Intel HD 3000 Graphics
Core i3-2350M,Discontinued,Q4'11,2,N/A,2.30,3,Intel Smart Cache,Intel HD 3000 Graphics
Core i3-2348M,Discontinued,Q1'13,2,N/A,2.30,3,Intel Smart Cache,Intel HD 3000 Graphics
Core i3-2340UE,Discontinued,Q2'11,2,N/A,1.30,3,Intel Smart Cache,Intel HD 3000 Graphics
Core i3-2330M,Discontinued,Q2'11,2,N/A,2.20,3,L3 Cache,Intel HD 3000 Graphics
Core i3-2330E,Discontinued,Q2'11,2,N/A,2.20,3,Intel Smart Cache,Intel HD 3000 Graphics
Core i3-2328M,Discontinued,Q3'12,2,N/A,2.20,3,N/A,Intel HD 3000 Graphics
Core i3-2312M,Discontinued,Q2'11,2,N/A,2.10,3,Intel Smart Cache,Intel HD 3000 Graphics
Core i3-2310M,Discontinued,Q1'11,2,N/A,2.10,3,Intel Smart Cache,Intel HD 3000 Graphics
Core i3-2310E,Discontinued,Q1'11,2,N/A,2.10,3,Intel Smart Cache,Intel HD 3000 Graphics
Core i3-2130,Discontinued,Q3'11,2,N/A,3.40,3,Intel Smart Cache,Intel HD 2000 Graphics
Core i3-2125,Discontinued,Q3'11,2,N/A,3.30,3,Intel Smart Cache,Intel HD 3000 Graphics
Core i3-2120T,Discontinued,Q3'11,2,N/A,2.60,3,Intel Smart Cache,Intel HD 2000 Graphics
Core i3-2120,Discontinued,Q1'11,2,N/A,2.00,3,Intel Smart Cache,Intel HD 2000 Graphics
Core i3-2115C,Launched,Q2'12,2,N/A,2.00,3,Intel Smart Cache,N/A
Core i3-2105,Discontinued,Q2'11,2,N/A,3.10,3,Intel Smart Cache,Intel HD 3000 Graphics
Core i3-2102,Discontinued,Q2'11,2,N/A,3.10,3,Intel Smart Cache,Intel HD 2000 Graphics
Core i3-2100T,Discontinued,Q1'11,2,N/A,2.50,3,Intel Smart Cache,Intel HD 2000 Graphics
Core i3-2100,Discontinued,Q1'11,2,N/A,3.10,3,Intel Smart Cache,Intel HD 2000 Graphics
Core i7-980,Discontinued,Q2'11,6,3.60,3.33,12,Intel Smart Cache,N/A
Core i7-970,Discontinued,Q3'10,6,3.46,3.20,12,Intel Smart Cache,N/A
Core i7-960,Discontinued,Q4'09,4,3.46,3.20,8,Intel Smart Cache,N/A
Core i7-950,Discontinued,Q2'09,4,3.33,3.06,8,Intel Smart Cache,N/A
Core i7-940,Discontinued,Q4'08,4,3.20,2.93,8,Intel Smart Cache,N/A
Core i7-930,Discontinued,Q1'10,4,3.06,2.80,8,Intel Smart Cache,N/A
Core i7-920,Discontinued,Q4'08,4,2.93,2.66,8,Intel Smart Cache,N/A
Core i7-880,Discontinued,Q2'10,4,3.73,3.06,8,Intel Smart Cache,N/A
Core i7-875K,Discontinued,Q2'10,4,3.60,2.93,8,Intel Smart Cache,N/A
Core i7-870S,Discontinued,Q2'10,4,3.60,2.66,8,Intel Smart Cache,N/A
Core i7-870,Discontinued,Q3'09,4,3.60,2.93,8,Intel Smart Cache,N/A
Core i7-860S,Discontinued,Q1'10,4,3.46,2.53,8,Intel Smart Cache,N/A
Core i7-860,Discontinued,Q3'09,4,3.46,2.80,8,Intel Smart Cache,N/A
Core i7-840QM,Discontinued,Q3'10,4,3.20,1.86,8,Intel Smart Cache,N/A
Core i7-820QM,Discontinued,Q3'09,4,3.06,1.73,8,Intel Smart Cache,N/A
Core i7-740QM,Discontinued,Q3'10,4,2.93,1.73,6,Intel Smart Cache,N/A
Core i7-720QM,Discontinued,Q3'09,4,2.80,1.60,6,Intel Smart Cache,N/A
Core i7-680UM,Discontinued,Q3'10,2,2.53,1.46,4,Intel Smart Cache,Intel HD Graphics for Previous Gen.
Core i7-660UM,Discontinued,Q2'10,2,2.40,1.33,4,Intel Smart Cache,Intel HD Graphics for Previous Gen.
Core i7-660UE,Discontinued,Q1'10,2,2.40,1.33,4,N/A,Intel HD Graphics for Previous Gen.
Core i7-660LM,Discontinued,Q3'10,2,3.06,2.26,4,Intel Smart Cache,Intel HD Graphics for Previous Gen.
Core i7-640UM,Discontinued,Q1'10,2,2.27,1.20,4,Intel Smart Cache,Intel HD Graphics for Previous Gen.
Core i7-640M,Discontinued,Q3'10,2,3.46,2.80,4,Intel Smart Cache,Intel HD Graphics for Previous Gen.
Core i7-640LM,Discontinued,Q1'10,2,2.93,2.13,4,Intel Smart Cache,Intel HD Graphics for Previous Gen.
Core i7-620UM,Discontinued,Q1'10,2,2.13,1.06,4,Intel Smart Cache,Intel HD Graphics for Previous Gen.
Core i7-620UE,Discontinued,Q1'10,2,2.13,1.06,4,Intel Smart Cache,N/A
Core i7-620M,Discontinued,Q1'10,2,3.33,2.66,4,Intel Smart Cache,Intel HD Graphics for Previous Gen.
Core i7-620LM,Discontinued,Q1'10,2,2.80,2.00,4,Intel Smart Cache,Intel HD Graphics for Previous Gen.
Core i7-620LE,Discontinued,Q1'10,2,2.80,2.00,4,Intel Smart Cache,N/A
Core i7-610E,Discontinued,Q1'10,2,3.20,2.53,4,Intel Smart Cache,Intel HD Graphics for Previous Gen.
Core i5-760,Discontinued,Q3'10,4,3.33,2.80,8,Intel Smart Cache,N/A
Core i5-750S,Discontinued,Q1'10,4,3.20,2.40,8,Intel Smart Cache,N/A
Core i5-750,Discontinued,Q3'09,4,3.20,2.66,8,Intel Smart Cache,N/A
Core i5-680,Discontinued,Q2'10,2,3.86,3.60,4,Intel Smart Cache,Intel HD Graphics for Previous Gen.
Core i5-670,Discontinued,Q1'10,2,3.73,3.46,4,Intel Smart Cache,Intel HD Graphics for Previous Gen.
Core i5-661,Discontinued,Q1'10,2,3.60,3.33,4,Intel Smart Cache,Intel HD Graphics for Previous Gen.
Core i5-660,Discontinued,Q1'10,2,3.60,3.33,4,Intel Smart Cache,Intel HD Graphics for Previous Gen.
Core i5-655K,Discontinued,Q2'10,2,3.46,3.20,4,Intel Smart Cache,Intel HD Graphics for Previous Gen.
Core i5-650,Discontinued,Q1'10,2,3.46,3.20,4,Intel Smart Cache,Intel HD Graphics for Previous Gen.
Core i5-580M,Discontinued,Q3'10,2,3.33,2.66,3,Intel Smart Cache,Intel HD Graphics for Previous Gen.
Core i5-560UM,Discontinued,Q3'10,2,2.13,1.33,3,Intel Smart Cache,Intel HD Graphics for Previous Gen.
Core i5-560M,Discontinued,Q3'10,2,3.20,2.66,3,Intel Smart Cache,Intel HD Graphics for Previous Gen.
Core i5-540UM,Discontinued,Q2'10,2,2.00,1.20,3,Intel Smart Cache,Intel HD Graphics for Previous Gen.
Core i5-540M,Discontinued,Q1'10,2,3.07,2.53,3,Intel Smart Cache,Intel HD Graphics for Previous Gen.
Core i5-520UM,Discontinued,Q1'10,2,1.87,1.07,3,Intel Smart Cache,Intel HD Graphics for Previous Gen.
Core i5-520M,Discontinued,Q1'10,2,2.93,2.40,3,Intel Smart Cache,Intel HD Graphics for Previous Gen.
Core i5-520E,Discontinued,Q1'10,2,2.93,2.40,3,Intel Smart Cache,N/A
Core i5-480M,Discontinued,Q1'11,2,2.93,2.66,3,Intel Smart Cache,Intel HD Graphics for Previous Gen.
Core i5-470UM,Discontinued,Q4'10,2,1.86,1.33,3,Intel Smart Cache,Intel HD Graphics for Previous Gen.
Core i5-460M,Discontinued,Q3'10,2,2.80,2.53,3,Intel Smart Cache,Intel HD Graphics for Previous Gen.
Core i5-450M,Discontinued,Q2'10,2,2.66,2.40,3,Intel Smart Cache,Intel HD Graphics for Previous Gen.
Core i5-430UM,Discontinued,Q2'10,2,1.73,1.20,3,Intel Smart Cache,Intel HD Graphics for Previous Gen.
Core i5-430M,Discontinued,Q1'10,2,2.53,2.26,3,Intel Smart Cache,Intel HD Graphics for Previous Gen.
Core i3-560,Discontinued,Q3'10,2,N/A,3.33,4,Intel Smart Cache,Intel HD Graphics for Previous Gen.
Core i3-550,Discontinued,Q2'10,2,N/A,3.20,4,Intel Smart Cache,Intel HD Graphics for Previous Gen.
Core i3-540,Discontinued,Q1'10,2,N/A,3.06,4,Intel Smart Cache,Intel HD Graphics for Previous Gen.
Core i3-530,Discontinued,Q1'10,2,N/A,2.93,4,Intel Smart Cache,Intel HD Graphics for Previous Gen.
Core i3-390M,Discontinued,Q1'11,2,N/A,2.66,3,Intel Smart Cache,Intel HD Graphics for Previous Gen.
Core i3-380UM,Discontinued,Q4'10,2,N/A,1.33,3,Intel Smart Cache,Intel HD Graphics for Previous Gen.
Core i3-380M,Discontinued,Q3'10,2,N/A,2.53,3,Intel Smart Cache,Intel HD Graphics for Previous Gen.
Core i3-370M,Discontinued,Q3'10,2,N/A,2.40,3,Intel Smart Cache,Intel HD Graphics for Previous Gen.
Core i3-350M,Discontinued,Q1'10,2,N/A,2.26,3,Intel Smart Cache,Intel HD Graphics for Previous Gen.
Core i3-330UM,Discontinued,Q2'10,2,N/A,1.20,3,Intel Smart Cache,Intel HD Graphics for Previous Gen.
Core i3-330M,Discontinued,Q1'10,2,N/A,2.13,3,Intel Smart Cache,Intel HD Graphics for Previous Gen.
Core i3-330E,Discontinued,Q1'10,2,N/A,2.13,3,Intel Smart Cache,Intel HD Graphics for Previous Gen.
Core2 Quad Q9650,Discontinued,Q3'08,4,N/A,3.00,12,L2 Cache,N/A
Core2 Quad Q9550S,Discontinued,Q1'09,4,N/A,2.83,12,L2 Cache,N/A
Core2 Quad Q9550,Discontinued,Q1'08,4,N/A,2.83,12,L2 Cache,N/A
Core2 Quad Q9505S,Discontinued,Q3'09,4,N/A,2.83,6,L2 Cache,N/A
Core2 Quad Q9505,Discontinued,Q3'09,4,N/A,2.83,6,L2 Cache,N/A
Core2 Quad Q9500,Discontinued,N/A,4,N/A,2.83,6,L2 Cache,N/A
Core2 Quad Q9450,Discontinued,Q1'08,4,N/A,2.66,12,L2 Cache,N/A
Core2 Quad Q9400S,Discontinued,Q1'09,4,N/A,2.66,6,L2 Cache,N/A
Core2 Quad Q9400,Discontinued,Q3'08,4,N/A,2.66,6,L2 Cache,N/A
Core2 Quad Q9300,Discontinued,Q1'08,4,N/A,2.50,6,L2 Cache,N/A
Core2 Quad Q9100,Discontinued,Q3'08,4,N/A,2.26,12,L2 Cache,N/A
Core2 Quad Q9000,Discontinued,Q1'09,4,N/A,2.00,6,L2 Cache,N/A
Core2 Quad Q8400S,Discontinued,Q2'09,4,N/A,2.66,4,L2 Cache,N/A
Core2 Quad Q8400,Discontinued,Q2'09,4,N/A,2.66,4,L2 Cache,N/A
Core2 Quad Q8300,Discontinued,Q4'08,4,N/A,2.50,4,L2 Cache,N/A
Core2 Quad Q8200S,Discontinued,Q1'09,4,N/A,2.33,4,L2 Cache,N/A
Core2 Quad Q8200,Discontinued,Q3'08,4,N/A,2.33,4,L2 Cache,N/A
Core2 Quad Q6700,Discontinued,Q3'07,4,N/A,2.66,8,L2 Cache,N/A
Core2 Quad Q6600,Discontinued,Q1'07,4,N/A,2.40,8,L2 Cache,N/A
Core2 Duo E8600,Discontinued,Q3'08,2,N/A,3.33,6,L2 Cache,N/A
Core2 Duo E8500,Discontinued,Q1'08,2,N/A,3.16,6,L2 Cache,N/A
Core2 Duo E8400,Discontinued,Q1'08,2,N/A,3.00,6,L2 Cache,N/A
Core2 Duo E8300,Discontinued,Q2'08,2,N/A,2.83,6,L2 Cache,N/A
Core2 Duo E8200,Discontinued,Q1'08,2,N/A,2.66,6,L2 Cache,N/A
Core2 Duo E8190,Discontinued,Q1'08,2,N/A,2.66,6,L2 Cache,N/A
Core2 Duo E7600,Discontinued,Q2'09,2,N/A,3.06,3,L2 Cache,N/A
Core2 Duo E7500,Discontinued,Q1'09,2,N/A,2.93,3,L2 Cache,N/A
Core2 Duo E7400,Discontinued,Q1'08,2,N/A,2.80,3,L2 Cache,N/A
Core2 Duo E7300,Discontinued,Q3'08,2,N/A,2.66,3,L2 Cache,N/A
Core2 Duo E7200,Discontinued,Q2'08,2,N/A,2.53,3,L2 Cache,N/A
Core2 Duo E6850,Discontinued,Q3'07,2,N/A,3.00,4,L2 Cache,N/A
Core2 Duo E6750,Discontinued,Q3'07,2,N/A,2.66,4,L2 Cache,N/A
Core2 Duo E6700,Discontinued,Q3'06,2,N/A,2.66,4,L2 Cache,N/A
Core2 Duo E6600,Discontinued,Q3'06,2,N/A,2.40,4,L2 Cache,N/A
Core2 Duo E6550,Discontinued,Q3'07,2,N/A,2.33,4,L2 Cache,N/A
Core2 Duo E6540,Discontinued,Q3'07,2,N/A,2.33,4,L2 Cache,N/A
Core2 Duo E6420,Discontinued,Q2'07,2,N/A,2.13,4,L2 Cache,N/A
Core2 Duo E6320,Discontinued,Q2'07,2,N/A,1.86,4,L2 Cache,N/A
Core2 Duo E6400,Discontinued,Q3'06,2,N/A,2.13,2,L2 Cache,N/A
Core2 Duo E6300,Discontinued,Q3'06,2,N/A,1.86,2,L2 Cache,N/A
Core2 Duo E4700,Discontinued,Q1'08,2,N/A,2.60,2,L2 Cache,N/A
Core2 Duo E4600,Discontinued,Q4'07,2,N/A,2.40,2,L2 Cache,N/A
Core2 Duo E4500,Discontinued,Q3'07,2,N/A,2.20,2,L2 Cache,N/A
Core2 Duo E4400,Discontinued,Q2'07,2,N/A,2.00,2,L2 Cache,N/A
Core2 Duo E4300,Discontinued,Q3'06,2,N/A,1.80,2,L2 Cache,N/A
Core2 Duo L7700,Discontinued,Q3'07,2,N/A,1.80,4,L2 Cache,N/A
Core2 Duo L7500,Discontinued,Q3'06,2,N/A,1.60,4,L2 Cache,N/A
Core2 Duo L7400,Discontinued,Q3'06,2,N/A,1.50,4,L2 Cache,N/A
Core2 Duo L7300,Discontinued,Q2'07,2,N/A,1.40,4,L2 Cache,N/A
Core2 Duo L7200,Discontinued,Q1'07,2,N/A,1.33,4,L2 Cache,N/A
Core Duo L2400,Discontinued,Q1'06,2,N/A,1.66,2,L2 Cache,N/A
Core Duo L2300,Discontinued,N/A,2,N/A,1.50,2,L2 Cache,N/A
Core Duo L2500,Discontinued,N/A,2,N/A,1.83,2,L2 Cache,N/A
Core2 Duo P9700,Discontinued,Q2'09,2,N/A,2.80,6,L2 Cache,N/A
Core2 Duo P9600,Discontinued,Q4'08,2,N/A,2.66,6,L2 Cache,N/A
Core2 Duo P9500,Discontinued,Q3'08,2,N/A,2.53,6,L2 Cache,N/A
Core2 Duo P8800,Discontinued,Q2'09,2,N/A,2.66,3,L2 Cache,N/A
Core2 Duo P8700,Discontinued,Q4'08,2,N/A,2.53,3,L2 Cache,N/A
Core2 Duo P8600,Discontinued,Q3'08,2,N/A,2.40,3,L2 Cache,N/A
Core2 Duo P8400,Discontinued,Q3'08,2,N/A,2.26,3,L2 Cache,N/A
Core2 Duo P7570,Discontinued,Q3'09,2,N/A,2.26,3,L2 Cache,N/A
Core2 Duo P7550,Discontinued,Q3'09,2,N/A,2.26,3,L2 Cache,N/A
Core2 Duo P7450,Discontinued,Q1'09,2,N/A,2.13,3,L2 Cache,N/A
Core2 Duo P7370,Discontinued,Q4'08,2,N/A,2.00,3,L2 Cache,N/A
Core2 Duo P7350,Discontinued,Q3'08,2,N/A,2.00,3,L2 Cache,N/A
Core2 Duo SL9300,Discontinued,Q3'08,2,N/A,1.60,6,L2 Cache,N/A
Core2 Duo SL9600,Discontinued,Q1'09,2,N/A,2.13,6,L2 Cache,N/A
Core2 Duo SL9400,Discontinued,Q3'08,2,N/A,1.86,6,L2 Cache,N/A
Core2 Duo SL9380,Discontinued,Q3'08,2,N/A,1.80,6,L2 Cache,N/A
Core2 Duo SP9600,Discontinued,Q1'09,2,N/A,2.53,6,L2 Cache,N/A
Core2 Duo SP9400,Discontinued,Q3'08,2,N/A,2.40,6,L2 Cache,N/A
Core2 Duo SP9300,Discontinued,Q3'08,2,N/A,2.26,6,L2 Cache,N/A
Core2 Duo SU9600,Discontinued,Q1'09,2,N/A,1.60,3,L2 Cache,N/A
Core2 Duo SU9400,Discontinued,Q3'08,2,N/A,1.40,3,L2 Cache,N/A
Core2 Duo SU9300,Discontinued,Q3'08,2,N/A,1.20,3,L2 Cache,N/A
Core2 Duo T9900,Discontinued,Q2'09,2,N/A,3.06,6,L2 Cache,N/A
Core2 Duo T9800,Discontinued,Q4'08,2,N/A,2.93,6,L2 Cache,N/A
Core2 Duo T9600,Discontinued,Q3'08,2,N/A,2.80,6,L2 Cache,N/A
Core2 Duo T9550,Discontinued,Q4'08,2,N/A,2.66,6,L2 Cache,N/A
Core2 Duo T9500,Discontinued,Q1'08,2,N/A,2.60,6,L2 Cache,N/A
Core2 Duo T9400,Discontinued,Q3'08,2,N/A,2.53,6,L2 Cache,N/A
Core2 Duo T9300,Discontinued,Q1'08,2,N/A,2.50,6,L2 Cache,N/A
Core2 Duo T7800,Discontinued,Q3'07,2,N/A,2.60,4,L2 Cache,N/A
Core2 Duo T8300,Discontinued,Q1'08,2,N/A,2.40,3,L2 Cache,N/A
Core2 Duo T8100,Discontinued,Q1'08,2,N/A,2.10,3,L2 Cache,N/A
Core2 Duo T7700,Discontinued,Q2'07,2,N/A,2.40,4,L2 Cache,N/A
Core2 Duo T7600,Discontinued,Q3'07,2,N/A,2.33,4,L2 Cache,N/A
Core2 Duo T7500,Discontinued,Q3'06,2,N/A,2.20,4,L2 Cache,N/A
Core2 Duo T7400,Discontinued,Q3'06,2,N/A,2.16,4,L2 Cache,N/A
Core2 Duo T7300,Discontinued,Q2'07,2,N/A,2.00,4,L2 Cache,N/A
Core2 Duo T7250,Discontinued,Q3'07,2,N/A,2.00,2,L2 Cache,N/A
Core2 Duo T7200,Discontinued,N/A,2,N/A,2.00,4,L2 Cache,N/A
Core2 Duo T7100,Discontinued,Q2'07,2,N/A,1.80,2,L2 Cache,N/A
Core2 Duo T6670,Discontinued,Q3'09,2,N/A,2.20,2,L2 Cache,N/A
Core2 Duo T6600,Discontinued,Q1'09,2,N/A,2.20,2,L2 Cache,N/A
Core2 Duo T6500,Discontinued,Q2'09,2,N/A,2.10,2,L2 Cache,N/A
Core2 Duo T6400,Discontinued,Q1'09,2,N/A,2.00,2,L2 Cache,N/A
Core2 Duo T5870,Discontinued,N/A,2,N/A,2.00,2,L2 Cache,N/A
Core2 Duo T5800,Discontinued,Q4'08,2,N/A,2.00,2,L2 Cache,N/A
Core2 Duo T5750,Discontinued,Q1'08,2,N/A,2.00,2,L2 Cache,N/A
Core2 Duo T5670,Discontinued,Q2'08,2,N/A,1.80,2,L2 Cache,N/A
Core2 Duo T5600,Discontinued,N/A,2,N/A,1.83,2,L2 Cache,N/A
Core2 Duo T5550,Discontinued,N/A,2,N/A,1.83,2,L2 Cache,N/A
Core2 Duo T5500,Discontinued,N/A,2,N/A,1.66,2,L2 Cache,N/A
Core2 Duo T5470,Discontinued,N/A,2,N/A,1.60,2,L2 Cache,N/A
Core2 Duo T5450,Discontinued,N/A,2,N/A,1.66,2,L2 Cache,N/A
Core2 Duo T5300,Discontinued,N/A,2,N/A,1.73,2,L2 Cache,N/A
Core2 Duo T5270,Discontinued,N/A,2,N/A,1.40,2,L2 Cache,N/A
Core2 Duo T5250,Discontinued,N/A,2,N/A,1.50,2,L2 Cache,N/A
Core Duo T2700,Discontinued,N/A,2,N/A,2.33,2,L2 Cache,N/A
Core2 Duo T5200,Discontinued,N/A,2,N/A,1.60,2,L2 Cache,N/A
Core Duo T2600,Discontinued,N/A,2,N/A,2.16,2,L2 Cache,N/A
Core Duo T2500,Discontinued,Q1'06,2,N/A,2.00,2,L2 Cache,N/A
Core Duo T2450,Discontinued,N/A,2,N/A,2.00,2,L2 Cache,N/A
Core Duo T2400,Discontinued,N/A,2,N/A,1.83,2,L2 Cache,N/A
Core Duo T2350,Discontinued,N/A,2,N/A,1.66,2,L2 Cache,N/A
Core Duo T2300E,Discontinued,N/A,2,N/A,1.66,2,L2 Cache,N/A
Core Duo T2300,Discontinued,N/A,2,N/A,1.66,2,L2 Cache,N/A
Core Duo T2250,Discontinued,N/A,2,N/A,1.73,2,L2 Cache,N/A
Core Duo T2050,Discontinued,N/A,2,N/A,1.60,2,L2 Cache,N/A
Core2 Duo U7700,Discontinued,Q1'08,2,N/A,1.33,2,L2 Cache,N/A
Core2 Duo U7600,Discontinued,Q2'07,2,N/A,1.20,2,L2 Cache,N/A
Core2 Duo U7500,Discontinued,Q3'06,2,N/A,1.06,2,L2 Cache,N/A
Core Duo U2500,Discontinued,Q1'06,2,N/A,1.20,2,L2 Cache,N/A
Core Duo U2400,Discontinued,N/A,2,N/A,1.06,2,L2 Cache,N/A
Core2 Solo ULV SU3300,Discontinued,Q3'08,1,N/A,1.20,3,L2 Cache,N/A
Core2 Solo ULV SU3500,Discontinued,Q2'09,1,N/A,1.40,3,L2 Cache,N/A
Core2 Solo U2200,Discontinued,Q3'07,1,N/A,1.20,1,L2 Cache,N/A
Core2 Solo U2100,Discontinued,Q3'07,1,N/A,1.06,1,L2 Cache,N/A
Core Solo U1500,Discontinued,N/A,1,N/A,1.33,2,L2 Cache,N/A
Core Solo U1400,Discontinued,N/A,1,N/A,1.20,2,L2 Cache,N/A
Core Solo U1300,Discontinued,N/A,1,N/A,1.06,2,L2 Cache,N/A
Core Solo T1400,Discontinued,N/A,1,N/A,1.83,2,L2 Cache,N/A
Core Solo T1350,Discontinued,N/A,1,N/A,1.86,2,L2 Cache,N/A
Core Solo T1300,Discontinued,N/A,1,N/A,1.66,2,L2 Cache,N/A
Core Solo T1250,Discontinued,N/A,1,N/A,1.73,2,L2 Cache,N/A
Core2 Solo SU3500,Discontinued,Q2'09,1,N/A,1.30,3,N/A,N/A
