Product,Status,Release Date,Code Name,Cores,Threads,Lithography(nm),Max. Turbo Freq.(GHz),Base Freq.(GHz),TDP(W),Cache(MB),Cache Info,Max Memory Size(GB),Memory Types,Max Memory Speed(MHz),Integrated Graphics
Xeon E7-8891 v2,Discontinued,Q1'14,Ivy Bridge,10,20,22,3.70,3.20,155,37.5,N/A,1536,"DDR3 1066/1333/1600",N/A,N/A
Xeon E7-8893 v2,Discontinued,Q1'14,Ivy Bridge,6,12,22,3.70,3.40,155,37.5,N/A,1536,"DDR3 1066/1333/1600",N/A,N/A
Xeon E7-2803,Discontinued,Q2'11,Westmere EX,6,12,32,N/A,1.73,105,18,Intel Smart Cache,1024,"DDR3 800/978/1066/1333 (Max Speed 800 MHz)",N/A,N/A
Xeon E7-2820,Discontinued,Q2'11,Westmere EX,8,16,32,2.27,2.00,105,18,Intel Smart Cache,1024,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",N/A,N/A
Xeon E7-2830,Discontinued,Q2'11,Westmere EX,8,16,32,2.40,2.13,105,24,Intel Smart Cache,1024,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",N/A,N/A
Xeon E7-2850,Discontinued,Q2'11,Westmere EX,10,20,32,2.40,2.00,130,24,Intel Smart Cache,1024,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",N/A,N/A
Xeon E7-2860,Discontinued,Q2'11,Westmere EX,10,20,32,2.67,2.26,130,24,Intel Smart Cache,1024,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",N/A,N/A
Xeon E7-2870,Discontinued,Q2'11,Westmere EX,10,20,32,2.80,2.40,130,30,Intel Smart Cache,1024,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",N/A,N/A
Xeon E7-4807,Discontinued,Q2'11,Westmere EX,6,12,32,N/A,1.86,95,18,Intel Smart Cache,2048,"DDR3 800/978/1066/1333 (Max Speed 800 MHz)",N/A,N/A
Xeon E7-4820,Discontinued,Q2'11,Westmere EX,8,16,32,2.27,2.00,105,18,Intel Smart Cache,2048,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",N/A,N/A
Xeon E7-4830,Discontinued,Q2'11,Westmere EX,8,16,32,2.40,2.13,105,24,Intel Smart Cache,2048,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",N/A,N/A
Xeon E7-4850,Discontinued,Q2'11,Westmere EX,10,20,32,2.40,2.00,130,24,Intel Smart Cache,2048,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",N/A,N/A
Xeon E7-4860,Discontinued,Q2'11,Westmere EX,10,20,32,2.67,2.26,130,24,Intel Smart Cache,2048,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",N/A,N/A
Xeon E7-4870,Discontinued,Q2'11,Westmere EX,10,20,32,2.80,2.40,130,30,Intel Smart Cache,2048,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",N/A,N/A
Xeon E7-8830,Discontinued,Q2'11,Westmere EX,8,16,32,2.40,2.13,105,24,Intel Smart Cache,4096,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",N/A,N/A
Xeon E7-8837,Discontinued,Q2'11,Westmere EX,8,8,32,2.80,2.66,130,24,Intel Smart Cache,4096,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",N/A,N/A
Xeon E7-8850,Discontinued,Q2'11,Westmere EX,10,20,32,2.40,2.00,130,24,Intel Smart Cache,4096,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",N/A,N/A
Xeon E7-8860,Discontinued,Q2'11,Westmere EX,10,20,32,2.67,2.26,130,24,Intel Smart Cache,4096,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",N/A,N/A
Xeon E7-8867L,Discontinued,Q2'11,Westmere EX,10,20,32,2.53,2.13,105,30,Intel Smart Cache,4096,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",N/A,N/A
Xeon E7-8870,Discontinued,Q2'11,Westmere EX,10,20,32,2.80,2.40,130,30,Intel Smart Cache,4096,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",N/A,N/A
Xeon E5-2699A v4,Launched,Q4'16,Broadwell,22,44,14,3.60,2.40,145,55,N/A,1536,"DDR3 1600/1866/2133/2400",N/A,N/A
Xeon E5-2699R v4,Launched,Q4'16,Broadwell,22,44,14,3.60,2.20,145,55,N/A,1536,"DDR3 1600/1866/2133/2400",N/A,N/A
Xeon E5-4610 v4,Launched,Q2'16,Broadwell,10,20,14,1.80,1.80,105,25,N/A,1536,DDR4,N/A,N/A
Xeon E5-4620 v4,Launched,Q2'16,Broadwell,10,20,14,2.60,2.10,105,25,N/A,1536,DDR4,N/A,N/A
Xeon E5-4627 v4,Launched,Q2'16,Broadwell,10,10,14,3.20,2.60,135,25,N/A,1536,DDR4,2400,N/A
Xeon E5-4628L v4,Launched,Q2'16,Broadwell,14,28,14,2.20,1.80,75,35,N/A,1536,DDR4,N/A,N/A
Xeon E5-4640 v4,Launched,Q2'16,Broadwell,12,24,14,2.60,2.10,105,30,N/A,N/A,N/A,N/A,N/A
Xeon E5-4650 v4,Launched,Q2'16,Broadwell,14,28,14,2.80,2.20,105,35,N/A,1536,DDR4,N/A,N/A
Xeon E5-4655 v4,Launched,Q2'16,Broadwell,8,16,14,3.20,2.50,135,30,N/A,1536,DDR4,N/A,N/A
Xeon E5-4660 v4,Launched,Q2'16,Broadwell,16,32,14,3.00,2.20,120,40,N/A,1536,DDR4,N/A,N/A
Xeon E5-4667 v4,Launched,Q2'16,Broadwell,18,36,14,3.00,2.20,135,45,N/A,1536,DDR4,N/A,N/A
Xeon E5-4669 v4,Launched,Q2'16,Broadwell,22,44,14,3.00,2.20,135,55,N/A,1536,DDR4,N/A,N/A
Xeon E5-1620 v4,Launched,Q2'16,Broadwell,4,8,14,3.80,3.50,140,10,N/A,1536,"DDR4 1600/1866/2133/2400",N/A,N/A
Xeon E5-1630 v4,Launched,Q2'16,Broadwell,4,8,14,4.00,3.70,140,10,N/A,1536,"DDR4 1600/1866/2133/2400",N/A,N/A
Xeon E5-1650 v4,Launched,Q2'16,Broadwell,6,12,14,4.00,3.60,140,15,N/A,1536,"DDR4 1600/1866/2133/2400",N/A,N/A
Xeon E5-1660 v4,Launched,Q2'16,Broadwell,8,16,14,3.80,3.20,140,20,N/A,1536,"DDR4 1600/1866/2133/2400",N/A,N/A
Xeon E5-1680 v4,Launched,Q2'16,Broadwell,8,16,14,4.00,3.40,140,20,N/A,1536,"DDR4 1600/1866/2133/2400",N/A,N/A
Xeon E5-2603 v4,Launched,Q1'16,Broadwell,6,6,14,N/A,1.70,85,15,Intel Smart Cache,1536,"DDR4 1600/1866",N/A,N/A
Xeon E5-2608L v4,Launched,Q1'16,Broadwell,8,16,14,1.70,1.60,50,20,Intel Smart Cache,1536,"DDR4 1600/1866",N/A,N/A
Xeon E5-2609 v4,Launched,Q1'16,Broadwell,8,8,14,N/A,1.70,85,20,Intel Smart Cache,1536,"DDR4 1600/1866",N/A,N/A
Xeon E5-2618L v4,Launched,Q1'16,Broadwell,10,20,14,3.20,2.20,75,25,Intel Smart Cache,1536,"DDR4 1600/1866/2133",N/A,N/A
Xeon E5-2620 v4,Launched,Q1'16,Broadwell,8,16,14,3.00,2.10,85,20,Intel Smart Cache,1536,"DDR4 1600/1866/2133",N/A,N/A
Xeon E5-2623 v4,Launched,Q1'16,Broadwell,4,8,14,3.20,2.60,85,10,Intel Smart Cache,1536,"DDR4 1600/1866/2133",N/A,N/A
Xeon E5-2628L v4,Launched,Q1'16,Broadwell,12,24,14,2.40,1.90,75,30,Intel Smart Cache,1536,"DDR4 1600/1866/2133",N/A,N/A
Xeon E5-2630 v4,Launched,Q1'16,Broadwell,10,20,14,3.10,2.20,85,25,Intel Smart Cache,1536,"DDR4 1600/1866/2133",N/A,N/A
Xeon E5-2630L v4,Launched,Q1'16,Broadwell,10,20,14,2.90,1.80,55,25,Intel Smart Cache,1536,"DDR4 1600/1866/2133",N/A,N/A
Xeon E5-2637 v4,Launched,Q1'16,Broadwell,4,8,14,3.70,3.50,135,15,Intel Smart Cache,1536,"DDR4 1600/1866/2133/2400",N/A,N/A
Xeon E5-2640 v4,Launched,Q1'16,Broadwell,10,20,14,3.40,2.40,90,25,Intel Smart Cache,1536,"DDR4 1600/1866/2133",N/A,N/A
Xeon E5-2643 v4,Launched,Q1'16,Broadwell,6,12,14,3.70,3.40,135,20,Intel Smart Cache,1536,"DDR4 1600/1866/2133/2400",N/A,N/A
Xeon E5-2648L v4,Launched,Q1'16,Broadwell,14,28,14,2.50,1.80,75,35,Intel Smart Cache,1536,"DDR4 1600/1866/2133/2400",N/A,N/A
Xeon E5-2650 v4,Launched,Q1'16,Broadwell,12,24,14,2.90,2.20,105,30,Intel Smart Cache,1536,"DDR4 1600/1866/2133/2400",N/A,N/A
Xeon E5-2650L v4,Launched,Q1'16,Broadwell,14,28,14,2.50,1.70,65,35,Intel Smart Cache,1536,"DDR4 1600/1866/2133/2400",N/A,N/A
Xeon E5-2658 v4,Launched,Q1'16,Broadwell,14,28,14,2.80,2.30,105,35,Intel Smart Cache,1536,"DDR4 1600/1866/2133/2400",N/A,N/A
Xeon E5-2660 v4,Launched,Q1'16,Broadwell,14,28,14,3.20,2.00,105,35,N/A,N/A,"DDR4 1600/1866/2133/2400",N/A,N/A
Xeon E5-2667 v4,Launched,Q1'16,Broadwell,8,16,14,3.60,3.20,135,25,Intel Smart Cache,1536,"DDR4 1600/1866/2133/2400",N/A,N/A
Xeon E5-2680 v4,Launched,Q1'16,Broadwell,14,28,14,3.30,2.40,120,35,Intel Smart Cache,1536,"DDR4 1600/1866/2133/2400",N/A,N/A
Xeon E5-2683 v4,Launched,Q1'16,Broadwell,16,32,14,3.00,2.10,120,40,Intel Smart Cache,1536,"DDR4 1600/1866/2133/2400",N/A,N/A
Xeon E5-2687W v4,Launched,Q1'16,Broadwell,12,24,14,3.50,3.00,160,30,Intel Smart Cache,1536,"DDR4 1600/1866/2133/2400",N/A,N/A
Xeon E5-2690 v4,Launched,Q1'16,Broadwell,14,28,14,3.50,2.60,135,35,Intel Smart Cache,1536,"DDR4 1600/1866/2133/2400",N/A,N/A
Xeon E5-2695 v4,Launched,Q1'16,Broadwell,18,36,14,3.30,2.10,120,45,Intel Smart Cache,1536,"DDR4 1600/1866/2133/2400",N/A,N/A
Xeon E5-2697 v4,Launched,Q1'16,Broadwell,18,36,14,3.60,2.30,145,45,Intel Smart Cache,1536,"DDR4 1600/1866/2133/2400",N/A,N/A
Xeon E5-2697A v4,Launched,Q1'16,Broadwell,16,32,14,3.60,2.60,145,40,Intel Smart Cache,1536,"DDR4 1600/1866/2133/2400",N/A,N/A
Xeon E5-2698 v4,Launched,Q1'16,Broadwell,20,40,14,3.60,2.20,135,50,Intel Smart Cache,1536,"DDR4 1600/1866/2133/2400",N/A,N/A
Xeon E5-2699 v4,Launched,Q1'16,Broadwell,22,44,14,3.60,2.20,145,55,Intel Smart Cache,1536,"DDR4 1600/1866/2133/2400",N/A,N/A
Xeon E5-4610 v3,Discontinued,Q2'15,Haswell,10,20,22,1.70,1.70,105,25,N/A,768,DDR4,N/A,N/A
Xeon E5-4620 v3,Discontinued,Q2'15,Haswell,10,20,22,2.60,2.00,105,25,N/A,768,DDR4,N/A,N/A
Xeon E5-4627 v3,Discontinued,Q2'15,Haswell,10,10,22,3.20,2.60,135,25,N/A,768,DDR4,N/A,N/A
Xeon E5-4640 v3,Discontinued,Q2'15,Haswell,12,24,22,2.60,1.90,105,30,N/A,768,DDR4,N/A,N/A
Xeon E5-4648 v3,Discontinued,Q2'15,Haswell,12,24,22,2.20,1.70,105,30,N/A,768,DDR4,N/A,N/A
Xeon E5-4650 v3,Discontinued,Q2'15,Haswell,12,24,22,2.80,2.10,105,30,N/A,768,DDR4,N/A,N/A
Xeon E5-4655 v3,Discontinued,Q2'15,Haswell,6,12,22,3.20,2.90,135,30,N/A,768,DDR4,N/A,N/A
Xeon E5-4660 v3,Discontinued,Q2'15,Haswell,14,28,22,2.90,2.10,120,35,N/A,768,DDR4,N/A,N/A
Xeon E5-4667 v3,Discontinued,Q2'15,Haswell,16,32,22,2.90,2.00,135,40,N/A,768,DDR4,N/A,N/A
Xeon E5-4669 v3,Discontinued,Q2'15,Haswell,18,36,22,2.90,2.10,135,45,N/A,768,DDR4,N/A,N/A
Xeon E5-2658A v3,Discontinued,Q1'15,Haswell,12,24,22,2.90,2.20,105,30,Intel Smart Cache,768,"DDR4 1600/1866/2133",N/A,N/A
Xeon E5-1428L v3,Launched,Q1'15,Haswell,8,16,22,N/A,2.00,65,20,N/A,384,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-2408L v3,Discontinued,Q1'15,Haswell,4,8,22,N/A,1.80,45,10,N/A,384,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-2418L v3,Discontinued,Q1'15,Haswell,6,12,22,N/A,2.00,50,15,N/A,384,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-2428L v3,Discontinued,Q1'15,Haswell,8,16,22,N/A,1.80,55,20,N/A,384,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-2438L v3,Discontinued,Q1'15,Haswell,10,20,22,N/A,1.80,70,25,N/A,384,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-1620 v3,Discontinued,Q3'14,Haswell,4,8,22,3.60,3.50,140,10,Intel Smart Cache,768,"DDR4 1333/1600/1866/2133",N/A,N/A
Xeon E5-1630 v3,Discontinued,Q3'14,Haswell,4,8,22,3.80,3.70,140,10,Intel Smart Cache,768,"DDR4 1333/1600/1866/2133",N/A,N/A
Xeon E5-1650 v3,Discontinued,Q3'14,Haswell,6,12,22,3.80,3.50,140,15,Intel Smart Cache,768,"DDR4 1333/1600/1866/2133",N/A,N/A
Xeon E5-1660 v3,Discontinued,Q3'14,Haswell,8,16,22,3.50,3.00,140,20,Intel Smart Cache,768,"DDR4 1333/1600/1866/2133",N/A,N/A
Xeon E5-1680 v3,Discontinued,Q3'14,Haswell,8,16,22,3.80,3.20,140,20,Intel Smart Cache,768,"DDR4 1333/1600/1866/2133",N/A,N/A
Xeon E5-2603 v3,Discontinued,Q3'14,Haswell,6,6,22,N/A,1.60,85,15,Intel Smart Cache,768,DDR4,1600,N/A
Xeon E5-2608L v3,Discontinued,Q3'14,Haswell,6,12,22,N/A,2.00,52,15,Intel Smart Cache,768,"DDR4 1600/1866",N/A,N/A
Xeon E5-2609 v3,Discontinued,Q3'14,Haswell,6,6,22,N/A,1.90,85,15,Intel Smart Cache,768,DDR4,1600,N/A
Xeon E5-2618L v3,Launched,Q3'14,Haswell,8,16,22,3.40,2.30,75,20,Intel Smart Cache,768,"DDR4 1600/1866",N/A,N/A
Xeon E5-2620 v3,Discontinued,Q3'14,Haswell,6,12,22,3.20,2.40,85,15,Intel Smart Cache,768,"DDR4 1600/1866",N/A,N/A
Xeon E5-2623 v3,Discontinued,Q3'14,Haswell,4,8,22,3.50,3.00,105,10,Intel Smart Cache,768,"DDR4 1600/1866",N/A,N/A
Xeon E5-2628L v3,Discontinued,Q3'14,Haswell,10,20,22,2.50,2.00,75,25,Intel Smart Cache,768,"DDR4 1600/1866",N/A,N/A
Xeon E5-2630 v3,Discontinued,Q3'14,Haswell,8,16,22,3.20,2.40,85,20,Intel Smart Cache,768,"DDR4 1600/1866",N/A,N/A
Xeon E5-2630L v3,Discontinued,Q3'14,Haswell,8,16,22,2.90,1.80,55,20,Intel Smart Cache,768,"DDR4 1600/1866",N/A,N/A
Xeon E5-2637 v3,Discontinued,Q3'14,Haswell,4,8,22,3.70,3.50,135,15,Intel Smart Cache,768,"DDR4 1600/1866/2133",N/A,N/A
Xeon E5-2640 v3,Discontinued,Q3'14,Haswell,8,16,22,3.40,2.60,90,20,Intel Smart Cache,768,"DDR4 1600/1866",N/A,N/A
Xeon E5-2643 v3,Discontinued,Q3'14,Haswell,6,12,22,3.70,3.40,135,20,Intel Smart Cache,768,"DDR4 1600/1866/2133",N/A,N/A
Xeon E5-2648L v3,Discontinued,Q3'14,Haswell,12,24,22,2.50,1.80,75,30,Intel Smart Cache,768,"DDR4 1600/1866/2133",N/A,N/A
Xeon E5-2650 v3,Discontinued,Q3'14,Haswell,10,20,22,3.00,2.30,105,25,Intel Smart Cache,768,"DDR4 1600/1866/2133",N/A,N/A
Xeon E5-2650L v3,Discontinued,Q3'14,Haswell,12,24,22,2.50,1.80,65,30,Intel Smart Cache,768,"DDR4 1600/1866/2133",N/A,N/A
Xeon E5-2658 v3,Discontinued,Q3'14,Haswell,12,24,22,2.90,2.20,105,30,Intel Smart Cache,768,"DDR4 1600/1866/2133",N/A,N/A
Xeon E5-2660 v3,Discontinued,Q3'14,Haswell,10,20,22,3.30,2.60,105,25,Intel Smart Cache,768,"DDR4 1600/1866/2133",N/A,N/A
Xeon E5-2667 v3,Discontinued,Q3'14,Haswell,8,16,22,3.60,3.20,135,20,Intel Smart Cache,768,"DDR4 1600/1866/2133",N/A,N/A
Xeon E5-2670 v3,Discontinued,Q3'14,Haswell,12,24,22,3.10,2.30,120,30,Intel Smart Cache,768,"DDR4 1600/1866/2133",N/A,N/A
Xeon E5-2680 v3,Discontinued,Q3'14,Haswell,12,24,22,3.30,2.50,120,30,Intel Smart Cache,768,"DDR4 1600/1866/2133",N/A,N/A
Xeon E5-2683 v3,Discontinued,Q3'14,Haswell,14,28,22,3.00,2.00,120,35,Intel Smart Cache,768,"DDR4 1600/1866/2133",N/A,N/A
Xeon E5-2687W v3,Discontinued,Q3'14,Haswell,10,20,22,3.50,3.10,160,25,Intel Smart Cache,768,"DDR4 1600/1866/2133",N/A,N/A
Xeon E5-2690 v3,Discontinued,Q3'14,Haswell,12,24,22,3.50,2.60,135,30,Intel Smart Cache,768,"DDR4 1600/1866/2133",N/A,N/A
Xeon E5-2695 v3,Discontinued,Q3'14,Haswell,14,28,22,3.30,2.30,120,35,Intel Smart Cache,768,"DDR4 1600/1866/2133",N/A,N/A
Xeon E5-2697 v3,Discontinued,Q3'14,Haswell,14,28,22,3.60,2.60,145,35,Intel Smart Cache,768,"DDR4 1600/1866/2133",N/A,N/A
Xeon E5-2698 v3,Discontinued,Q3'14,Haswell,16,32,22,3.60,2.30,135,40,Intel Smart Cache,768,"DDR4 1600/1866/2133",N/A,N/A
Xeon E5-2699 v3,Discontinued,Q3'14,Haswell,18,36,22,3.60,2.30,145,45,Intel Smart Cache,768,"DDR4 1600/1866/2133",N/A,N/A
Xeon E5-4603 v2,Discontinued,Q1'14,Ivy Bridge EP,4,8,22,2.20,2.20,95,10,Intel Smart Cache,768,"DDR3 800/1066/1333",N/A,N/A
Xeon E5-4607 v2,Discontinued,Q1'14,Ivy Bridge EP,6,12,22,2.60,2.60,95,15,Intel Smart Cache,768,"DDR3 800/1066/1333",N/A,N/A
Xeon E5-4610 v2,Discontinued,Q1'14,Ivy Bridge EP,8,16,22,2.70,2.30,95,16,Intel Smart Cache,768,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-4620 v2,Discontinued,Q1'14,Ivy Bridge EP,8,16,22,3.00,2.60,95,20,Intel Smart Cache,768,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-4624L v2,Discontinued,Q1'14,Ivy Bridge EP,10,20,22,2.50,1.90,70,25,Intel Smart Cache,768,"DDR3 800/1066/1333/1600/1866",N/A,N/A
Xeon E5-4627 v2,Discontinued,Q1'14,Ivy Bridge EP,8,8,22,3.60,3.30,130,16,Intel Smart Cache,768,"DDR3 800/1066/1333/1600/1866",N/A,N/A
Xeon E5-4640 v2,Discontinued,Q1'14,Ivy Bridge EP,10,20,22,2.70,2.20,95,20,Intel Smart Cache,768,"DDR3 800/1066/1333/1600/1866",N/A,N/A
Xeon E5-4650 v2,Discontinued,Q1'14,Ivy Bridge EP,10,20,22,2.90,2.40,95,25,Intel Smart Cache,768,"DDR3 800/1066/1333/1600/1866",N/A,N/A
Xeon E5-4657L v2,Discontinued,Q1'14,Ivy Bridge EP,12,24,22,2.90,2.40,115,30,Intel Smart Cache,768,"DDR3 800/1066/1333/1600/1866",N/A,N/A
Xeon E5-1428L v2,Discontinued,Q1'14,Ivy Bridge EN,6,12,22,2.70,2.20,60,15,Intel Smart Cache,384,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-2403 v2,Discontinued,Q1'14,Ivy Bridge EN,4,4,22,1.80,1.80,80,10,Intel Smart Cache,384,"DDR3 800/1066/1333",N/A,N/A
Xeon E5-2407 v2,Discontinued,Q1'14,Ivy Bridge EN,4,4,22,2.40,2.40,80,10,Intel Smart Cache,384,"DDR3 800/1066/1333",N/A,N/A
Xeon E5-2418L v2,Discontinued,Q1'14,Ivy Bridge EN,6,12,22,2.00,2.00,50,15,Intel Smart Cache,384,"DDR3 800/1066/1333",N/A,N/A
Xeon E5-2420 v2,Discontinued,Q1'14,Ivy Bridge EN,6,12,22,2.70,2.20,80,15,Intel Smart Cache,384,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-2428L v2,Discontinued,Q1'14,Ivy Bridge EN,8,16,22,2.30,1.80,60,20,Intel Smart Cache,384,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-2430 v2,Discontinued,Q1'14,Ivy Bridge EN,6,12,22,3.00,2.50,80,15,Intel Smart Cache,384,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-2430L v2,Discontinued,Q1'14,Ivy Bridge EN,6,12,22,2.80,2.40,60,15,Intel Smart Cache,384,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-2440 v2,Discontinued,Q1'14,Ivy Bridge EN,8,16,22,2.40,1.90,95,20,Intel Smart Cache,384,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-2448L v2,Discontinued,Q1'14,Ivy Bridge EN,10,20,22,2.40,1.80,70,25,Intel Smart Cache,384,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-2450 v2,Discontinued,Q1'14,Ivy Bridge EN,8,16,22,3.30,2.50,95,20,Intel Smart Cache,384,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-2450L v2,Discontinued,Q1'14,Ivy Bridge EN,10,20,22,2.10,1.70,60,25,Intel Smart Cache,384,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-2470 v2,Discontinued,Q1'14,Ivy Bridge EN,10,20,22,3.20,2.40,95,25,Intel Smart Cache,384,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-1620 v2,Discontinued,Q3'13,Ivy Bridge EP,4,8,22,3.90,3.70,130,10,Intel Smart Cache,256,"DDR3 800/1066/1333/1600/1866",N/A,N/A
Xeon E5-1650 v2,Discontinued,Q3'13,Ivy Bridge EP,6,12,22,3.90,3.50,130,12,Intel Smart Cache,256,"DDR3 800/1066/1333/1600/1866",N/A,N/A
Xeon E5-1660 v2,Discontinued,Q3'13,Ivy Bridge EP,6,12,22,4.00,3.70,130,15,Intel Smart Cache,256,"DDR33 800/1066/1333/1600/1866",N/A,N/A
Xeon E5-2603 v2,Discontinued,Q3'13,Ivy Bridge EP,4,4,22,N/A,1.80,80,10,Intel Smart Cache,768,"DDR3 800/1066/1333",N/A,N/A
Xeon E5-2609 v2,Discontinued,Q3'13,Ivy Bridge EP,4,4,22,2.50,2.50,80,10,Intel Smart Cache,768,"DDR3 800/1066/1333",N/A,N/A
Xeon E5-2618L v2,Discontinued,Q3'13,Ivy Bridge EP,6,12,22,2.00,2.00,50,15,Intel Smart Cache,768,"DDR3 800/1066/1333",N/A,N/A
Xeon E5-2620 v2,Discontinued,Q3'13,Ivy Bridge EP,6,12,22,2.60,2.10,80,15,Intel Smart Cache,768,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-2628L v2,Discontinued,Q3'13,Ivy Bridge EP,8,16,22,2.40,1.90,70,20,Intel Smart Cache,768,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-2630 v2,Discontinued,Q3'13,Ivy Bridge EP,6,12,22,3.10,2.60,80,15,Intel Smart Cache,768,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-2630L v2,Discontinued,Q3'13,Ivy Bridge EP,6,12,22,2.80,2.40,60,15,Intel Smart Cache,768,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-2637 v2,Discontinued,Q3'13,Ivy Bridge EP,4,8,22,3.80,3.50,130,15,Intel Smart Cache,768,"DDR3 800/1066/1333/1600/1866",N/A,N/A
Xeon E5-2640 v2,Discontinued,Q3'13,Ivy Bridge EP,8,16,22,2.50,2.00,95,20,Intel Smart Cache,768,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-2643 v2,Discontinued,Q3'13,Ivy Bridge EP,6,12,22,3.80,3.50,130,25,Intel Smart Cache,768,"DDR3 800/1066/1333/1600/1866",N/A,N/A
Xeon E5-2648L v2,Discontinued,Q3'13,Ivy Bridge EP,10,20,22,2.50,1.90,70,25,Intel Smart Cache,768,"DDR3 800/1066/1333/1600/1866",N/A,N/A
Xeon E5-2650 v2,Discontinued,Q3'13,Ivy Bridge EP,8,16,22,3.40,2.60,95,20,Intel Smart Cache,768,"DDR3 800/1066/1333/1600/1866",N/A,N/A
Xeon E5-2650L v2,Discontinued,Q3'13,Ivy Bridge EP,10,20,22,2.10,1.70,70,25,Intel Smart Cache,768,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-2658 v2,Discontinued,Q3'13,Ivy Bridge EP,10,20,22,3.00,2.40,95,25,Intel Smart Cache,768,"DDR3 800/1066/1333/1600/1866",N/A,N/A
Xeon E5-2660 v2,Discontinued,Q3'13,Ivy Bridge EP,10,20,22,3.00,2.20,95,25,Intel Smart Cache,768,"DDR3 800/1066/1333/1600/1866",N/A,N/A
Xeon E5-2667 v2,Discontinued,Q3'13,Ivy Bridge EP,8,16,22,4.00,3.30,130,25,Intel Smart Cache,768,"DDR3 800/1066/1333/1600/1866",N/A,N/A
Xeon E5-2670 v2,Discontinued,Q3'13,Ivy Bridge EP,10,20,22,3.00,2.50,115,25,Intel Smart Cache,768,"DDR3 800/1066/1333/1600/1866",N/A,N/A
Xeon E5-2680 v2,Discontinued,Q3'13,Ivy Bridge EP,10,20,22,3.60,2.80,115,25,Intel Smart Cache,768,"DDR3 800/1066/1333/1600/1866",N/A,N/A
Xeon E5-2687W v2,Discontinued,Q3'13,Ivy Bridge EP,8,16,22,4.00,3.40,150,25,Intel Smart Cache,256,"DDR3 800/1066/1333/1600/1866",N/A,N/A
Xeon E5-2690 v2,Discontinued,Q3'13,Ivy Bridge EP,10,20,22,3.60,3.00,130,25,Intel Smart Cache,768,"DDR3 800/1066/1333/1600/1866",N/A,N/A
Xeon E5-2695 v2,Discontinued,Q3'13,Ivy Bridge EP,12,24,22,3.20,2.40,115,30,Intel Smart Cache,768,"DDR3 800/1066/1333/1600/1866",N/A,N/A
Xeon E5-2697 v2,Discontinued,Q3'13,Ivy Bridge EP,12,24,22,3.50,2.70,130,30,Intel Smart Cache,768,"DDR3 800/1066/1333/1600/1866",N/A,N/A
Xeon E5-1428L,Discontinued,Q2'12,Sandy Bridge EN,6,12,32,N/A,1.80,60,15,L3 Cache,N/A,"DDR3 800/1066/1333",N/A,N/A
Xeon E5-2403,Discontinued,Q2'12,Sandy Bridge EN,4,4,32,N/A,1.80,80,10,Intel Smart Cache,384,"DDR3 800/1066",N/A,N/A
Xeon E5-2407,Discontinued,Q2'12,Sandy Bridge EN,4,4,32,N/A,2.20,80,10,Intel Smart Cache,384,"DDR3 800/1066",N/A,N/A
Xeon E5-2418L,Discontinued,Q2'12,Sandy Bridge EN,4,8,32,2.10,2.00,50,10,Intel Smart Cache,384,"DDR3 800/1066/1333",N/A,N/A
