Product,Status,Release Date,Code Name,Cores,Threads,Lithography(nm),Max. Turbo Freq.(GHz),Base Freq.(GHz),TDP(W),Cache(MB),Cache Info,Max Memory Size(GB),Memory Types,Max Memory Speed(MHz),Integrated Graphics
Celeron G550,Discontinued,Q2'12,Sandy Bridge,2,2,32,N/A,2.60,65,2,Intel Smart Cache,32,DDR3,1066,Intel HD Graphics for 2nd Gen Intel Processors
Celeron 725C,Discontinued,Q2'12,Gladden,1,2,N/A,N/A,1.30,10,1.5,L3 Cache,16,DDR3 1066/1333,N/A,N/A
Celeron 797,Discontinued,Q1'12,Sandy Bridge,1,1,32,N/A,1.40,17,1.5,L3 Cache,16,DDR3 1066/1333,N/A,Intel HD Graphics for 2nd Gen Intel Processors
Celeron 867,Discontinued,Q1'12,Sandy Bridge,2,2,32,N/A,1.30,17,2,L3 Cache,16,DDR3 1066/1333,N/A,Intel HD Graphics for 2nd Gen Intel Processors
Celeron B720,Discontinued,Q1'12,Sandy Bridge,1,1,32,N/A,1.70,35,1.5,L3 Cache,16,DDR3 1066/1333,N/A,Intel HD Graphics for 2nd Gen Intel Processors
Celeron B815,Discontinued,Q1'12,Sandy Bridge,2,2,32,N/A,1.60,35,2,L3 Cache,16,DDR3 1066/1333,N/A,Intel HD Graphics for 2nd Gen Intel Processors
Celeron G460,Discontinued,Q4'11,Sandy Bridge,1,2,32,N/A,1.80,35,1.5,Intel Smart Cache,32,DDR3,1066,Intel HD Graphics for 2nd Gen Intel Processors
Celeron 807UE,Discontinued,Q4'11,Sandy Bridge,1,1,32,N/A,1.00,10,1,Intel Smart Cache,4.88,DDR3 1066/1333,N/A,Intel HD Graphics for 2nd Gen Intel Processors
Celeron B840,Discontinued,Q3'11,Sandy Bridge,2,2,32,N/A,1.90,35,2,L3 Cache,16,DDR3 1066/1333,N/A,Intel HD Graphics for 2nd Gen Intel Processors
Celeron G440,Discontinued,Q3'11,Sandy Bridge,1,1,32,N/A,1.60,35,1,L3 Cache,32,DDR3,1066,Intel HD Graphics for 2nd Gen Intel Processors
Celeron G530,Discontinued,Q3'11,Sandy Bridge,2,2,32,N/A,2.40,65,2,Intel Smart Cache,32,DDR3,1066,Intel HD Graphics for 2nd Gen Intel Processors
Celeron G530T,Discontinued,Q3'11,Sandy Bridge,2,2,32,N/A,2.00,35,2,Intel Smart Cache,32,DDR3,1066,Intel HD Graphics for 2nd Gen Intel Processors
Celeron G540,Discontinued,Q3'11,Sandy Bridge,2,2,32,N/A,2.50,65,2,Intel Smart Cache,32,DDR3,1066,Intel HD Graphics for 2nd Gen Intel Processors
Celeron 787,Discontinued,Q3'11,Sandy Bridge,1,1,32,N/A,1.30,17,1.5,L3 Cache,16,DDR3 1066/1333,N/A,Intel HD Graphics for 2nd Gen Intel Processors
Celeron 827E,Discontinued,Q3'11,Sandy Bridge,1,1,32,N/A,1.40,17,1.5,Intel Smart Cache,16.6,DDR3 1066/1333,N/A,Intel HD Graphics for 2nd Gen Intel Processors
Celeron B710,Discontinued,Q3'11,Sandy Bridge,1,1,32,N/A,1.60,35,1.5,L3 Cache,16,DDR3 1066/1333,N/A,Intel HD Graphics for 2nd Gen Intel Processors
Celeron 857,Discontinued,Q3'11,Sandy Bridge,2,2,32,N/A,1.20,17,2,L3 Cache,16,DDR3 1066/1333,N/A,Intel HD Graphics for 2nd Gen Intel Processors
Celeron 847,Discontinued,Q2'11,Sandy Bridge,2,N/A,32,N/A,1.10,17,2,L3 Cache,16,DDR3 1066/1333,N/A,Name Unknown
Celeron 847E,Discontinued,Q2'11,Sandy Bridge,2,2,32,N/A,1.10,17,2,Intel Smart Cache,16.6,DDR3 1066/1333,N/A,Intel HD Graphics for 2nd Gen Intel Processors
Celeron B800,Discontinued,Q2'11,Sandy Bridge,2,2,32,N/A,1.50,35,2,L3 Cache,16,DDR3 1066/1333,N/A,Intel HD Graphics for 2nd Gen Intel Processors
Celeron B810E,Discontinued,Q2'11,Sandy Bridge,2,2,32,N/A,1.60,35,2,Intel Smart Cache,16.6,DDR3 1066/1333,N/A,Intel HD Graphics for 2nd Gen Intel Processors
Celeron B810,Discontinued,Q1'11,Sandy Bridge,2,2,32,N/A,1.60,35,2,Intel Smart Cache,16.6,DDR3 1066/1333,N/A,Intel HD Graphics for 2nd Gen Intel Processors
Celeron 925,Discontinued,Q1'11,Penryn,1,N/A,45,N/A,2.30,35,1,L2 Cache,N/A,N/A,N/A,N/A
Celeron U3600,Discontinued,Q1'11,Arrandale,2,2,32,N/A,1.20,18,2,Intel Smart Cache,8,DDR3,800,Intel HD Graphics for Previous Gen Intel Processors
Celeron ULV 763,Discontinued,Q1'11,Penryn,1,N/A,45,N/A,1.40,10,1,L2 Cache,N/A,N/A,N/A,N/A
Celeron E3500,Discontinued,Q3'10,Wolfdale,2,N/A,45,N/A,2.70,65,1,Intel Smart Cache,N/A,N/A,N/A,N/A
Celeron P4600,Discontinued,Q3'10,Arrandale,2,2,32,N/A,2.00,35,2,Intel Smart Cache,8,DDR3 800/1066,N/A,Intel HD Graphics for Previous Gen Intel Processors
Celeron T3500,Discontinued,Q3'10,Penryn,2,N/A,45,N/A,2.10,35,1,N/A,N/A,N/A,N/A,N/A
Celeron U3400,Discontinued,Q2'10,Arrandale,2,2,32,N/A,1.06,18,2,Intel Smart Cache,8,DDR3,800,Intel HD Graphics for Previous Gen Intel Processors
Celeron P4500,Discontinued,Q1'10,Arrandale,2,2,32,N/A,1.86,35,2,Intel Smart Cache,8,DDR3 800/1066,N/A,Intel HD Graphics for Previous Gen Intel Processors
Celeron E3400,Discontinued,Q1'10,Wolfdale,2,N/A,45,N/A,2.60,65,1,Intel Smart Cache,N/A,N/A,N/A,N/A
Celeron P1053,Discontinued,Q1'10,Jasper Forest,1,2,45,N/A,1.33,30,2,L3 Cache,N/A,DDR3,800,N/A
Celeron P4505,Discontinued,Q1'10,Arrandale,2,2,32,N/A,1.86,35,2,Intel Smart Cache,8,DDR3 800/1066,N/A,Intel HD Graphics for Previous Gen Intel Processors
Celeron T3300,Discontinued,Q1'10,Penryn,2,N/A,45,N/A,2.00,35,1,N/A,N/A,N/A,N/A,N/A
Celeron U3405,Discontinued,Q1'10,Arrandale,2,2,32,N/A,1.06,18,2,N/A,8,DDR3 800/1066,N/A,Intel HD Graphics for Previous Gen Intel Processors
Celeron M ULV 743,Discontinued,Q3'09,Penryn,1,N/A,45,N/A,1.30,10,1,L2 Cache,N/A,N/A,N/A,N/A
Celeron SU2300,Discontinued,Q3'09,Penryn,2,N/A,45,N/A,1.20,10,1,N/A,N/A,N/A,N/A,N/A
Celeron E3200,Discontinued,Q3'09,Wolfdale,2,N/A,45,N/A,2.40,65,1,L2 Cache,N/A,N/A,N/A,N/A
Celeron E3300,Discontinued,Q3'09,Wolfdate,2,N/A,45,N/A,2.50,65,1,L2 Cache,N/A,N/A,N/A,N/A
Celeron T3100,Discontinued,Q3'08,Penryn,2,N/A,45,N/A,1.90,35,1,L2 Cache,N/A,N/A,N/A,N/A
Celeron ULV 573,Discontinued,Q3'06,Merom,1,N/A,65,N/A,1.00,10,0.5,L2 Cache,N/A,N/A,N/A,N/A
Celeron E1600,Discontinued,Q2'09,Conroe,2,N/A,65,N/A,2.40,65,0.5,L2 Cache,N/A,N/A,N/A,N/A
Celeron 900,Discontinued,Q1'09,Penryn,1,N/A,45,N/A,2.20,35,1,L2 Cache,N/A,N/A,N/A,N/A
Celeron T1600,Discontinued,Q4'08,Merom,2,N/A,65,N/A,1.66,35,1,L2 Cache,N/A,N/A,N/A,N/A
Celeron T1700,Discontinued,Q4'08,Merom,2,N/A,65,N/A,1.83,35,1,L2 Cache,N/A,N/A,N/A,N/A
Celeron E1500,Discontinued,Q3'06,Conroe,2,N/A,65,N/A,2.20,65,0.5,L2 Cache,N/A,N/A,N/A,N/A
Celeron M ULV 722,Discontinued,Q3'08,Penryn,1,N/A,45,N/A,1.20,5.5,1,L2 Cache,N/A,N/A,N/A,N/A
Celeron 450,Discontinued,Q3'08,Conroe,1,N/A,65,N/A,2.20,35,0.5,L2 Cache,N/A,N/A,N/A,N/A
Celeron M ULV 723,Discontinued,Q3'08,Penryn,1,N/A,45,N/A,1.20,10,1,L2 Cache,N/A,N/A,N/A,N/A
Celeron 575,Discontinued,Q3'06,Merom,1,N/A,65,N/A,2.00,31,1,L2 Cache,N/A,N/A,N/A,N/A
Celeron 585,Discontinued,Q3'08,Merom,1,N/A,65,N/A,2.16,31,1,L2 Cache,N/A,N/A,N/A,N/A
Celeron E1400,Discontinued,Q2'08,Conroe,2,N/A,65,N/A,2.00,65,0.5,L2 Cache,N/A,N/A,N/A,N/A
Celeron 570,Discontinued,Q2'08,Merom,1,N/A,65,N/A,2.26,31,1,L2 Cache,N/A,N/A,N/A,N/A
Celeron E1200,Discontinued,Q1'08,Conroe,2,N/A,65,N/A,1.60,65,0.5,L2 Cache,N/A,N/A,N/A,N/A
Celeron 560,Discontinued,Q1'08,Merom,1,N/A,65,N/A,2.13,31,1,L2 Cache,N/A,N/A,N/A,N/A
Celeron 220,Discontinued,Q4'07,Conroe,1,N/A,65,N/A,1.20,19,0.5,L2 Cache,N/A,N/A,N/A,N/A
Celeron M ULV 523,Discontinued,Q3'07,Merom,1,N/A,65,N/A,0.93,5.5,1,L2 Cache,N/A,N/A,N/A,N/A
Celeron 540,Discontinued,Q3'07,Merom,1,N/A,65,N/A,1.86,30,1,L2 Cache,N/A,N/A,N/A,N/A
Celeron 420,Discontinued,Q2'07,Conroe,1,N/A,65,N/A,1.60,35,0.5,L2 Cache,N/A,N/A,N/A,N/A
Celeron 430,Discontinued,Q2'07,Conroe,1,N/A,65,N/A,1.80,35,0.5,L2 Cache,N/A,N/A,N/A,N/A
Celeron 440,Discontinued,Q3'06,Conroe,1,N/A,65,N/A,2.00,35,0.5,L2 Cache,N/A,N/A,N/A,N/A
Celeron M 530,Discontinued,Q3'06,Merom,1,N/A,65,N/A,1.73,30,1,L2 Cache,N/A,N/A,N/A,N/A
Celeron 530,Discontinued,Q1'07,Merom,1,N/A,65,N/A,1.73,27,1,L2 Cache,N/A,N/A,N/A,N/A
"Celeron 1.83 GHz, 1M Cache, 667 MHz FSB",Discontinued,Q1'07,Sossaman,1,N/A,65,N/A,1.83,27,1,L2 Cache,N/A,N/A,N/A,N/A
Celeron D 365,Discontinued,Q1'07,Cedarmill,1,N/A,65,N/A,3.60,65,0.5,L2 Cache,N/A,N/A,N/A,N/A
Celeron M 520,Discontinued,Q1'07,Merom,1,N/A,65,N/A,1.60,30,1,L2 Cache,N/A,N/A,N/A,N/A
"Celeron 1.66 GHz, 1M Cache, 667 MHz FSB",Discontinued,Q1'06,Sossaman,1,N/A,65,N/A,1.66,27,1,L2 Cache,N/A,N/A,N/A,N/A
Celeron D 347,Discontinued,Q4'06,Cedarmill,1,N/A,65,N/A,3.06,86,0.5,L2 Cache,N/A,N/A,N/A,N/A
Celeron D 360,Discontinued,Q4'06,Cedarmill,1,N/A,65,N/A,3.46,65,0.5,L2 Cache,N/A,N/A,N/A,N/A
Celeron M 440,Discontinued,Q1'06,Yonah,1,N/A,65,N/A,1.86,27,1,L2 Cache,N/A,N/A,N/A,N/A
Celeron 550,Discontinued,Q3'06,Merom,1,N/A,65,N/A,2.00,31,1,L2 Cache,N/A,N/A,N/A,N/A
Celeron D 352,Discontinued,Q2'06,Cedarmill,1,N/A,65,N/A,3.20,86,0.5,L2 Cache,N/A,N/A,N/A,N/A
Celeron D 356,Discontinued,Q2'06,Cedarmill,1,N/A,65,N/A,3.33,86,0.5,L2 Cache,N/A,N/A,N/A,N/A
Celeron M ULV 423,Discontinued,Q1'06,Yonah,1,N/A,65,N/A,1.06,5.5,1,L2 Cache,N/A,N/A,N/A,N/A
Celeron D 310,Discontinued,Q4'05,Prescott,1,N/A,90,N/A,2.13,73,0.25,L2 Cache,N/A,N/A,N/A,N/A
Celeron D 355,Discontinued,Q4'05,Prescott,1,N/A,90,N/A,3.33,84,0.25,L2 Cache,N/A,N/A,N/A,N/A
Celeron D 341,Discontinued,Q2'04,Prescott,1,N/A,90,N/A,2.93,84,0.25,L2 Cache,N/A,N/A,N/A,N/A
Celeron D 350,Discontinued,Q3'05,Prescott,1,N/A,90,N/A,3.20,73,0.25,L2 Cache,N/A,N/A,N/A,N/A
Celeron D 350/350J,Discontinued,Q3'05,Prescott,1,N/A,90,N/A,3.20,73,0.25,L2 Cache,N/A,N/A,N/A,N/A
Celeron D 351,Discontinued,Q3'05,Prescott,1,N/A,90,N/A,3.20,84,0.25,L2 Cache,N/A,N/A,N/A,N/A
Celeron M 370,Discontinued,Q2'04,Dothan,1,N/A,90,N/A,1.50,21,1,L2 Cache,N/A,N/A,N/A,N/A
Celeron M ULV 373,Discontinued,Q2'04,Dothan,1,N/A,90,N/A,1.00,5.5,0.5,L2 Cache,N/A,N/A,N/A,N/A
Celeron D 325J,Discontinued,Q4'04,Prescott,1,N/A,90,N/A,2.53,84,0.25,L2 Cache,N/A,N/A,N/A,N/A
Celeron D 330,Discontinued,Q4'04,Prescott,1,N/A,90,N/A,2.66,73,0.25,L2 Cache,N/A,N/A,N/A,N/A
Celeron D 330J,Discontinued,Q4'04,Prescott,1,N/A,90,N/A,2.66,84,0.25,L2 Cache,N/A,N/A,N/A,N/A
Celeron D 335J,Discontinued,Q4'04,Prescott,1,N/A,90,N/A,2.80,84,0.25,L2 Cache,N/A,N/A,N/A,N/A
Celeron D 340,Discontinued,Q4'04,Prescott,1,N/A,90,N/A,2.93,73,0.25,L2 Cache,N/A,N/A,N/A,N/A
Celeron D 340J,Discontinued,Q4'04,Prescott,1,N/A,90,N/A,2.93,84,0.25,L2 Cache,N/A,N/A,N/A,N/A
Celeron D 345,Discontinued,Q4'04,Prescott,1,N/A,90,N/A,3.06,73,0.25,L2 Cache,N/A,N/A,N/A,N/A
Celeron D 345J,Discontinued,Q4'04,Prescott,1,N/A,90,N/A,3.06,84,0.25,L2 Cache,N/A,N/A,N/A,N/A
Celeron D 315,Discontinued,Q3'04,Prescott,1,N/A,90,N/A,2.26,73,0.25,L2 Cache,N/A,N/A,N/A,N/A
Celeron D 335,Discontinued,Q2'04,Prescott,1,N/A,90,N/A,2.80,73,0.25,L2 Cache,N/A,N/A,N/A,N/A
"Mobile Celeron 1.20 GHz, 256K Cache, 400 MHz FSB",Discontinued,Q1'02,Northwood,1,N/A,130,N/A,1.20,20.8,0.25,L2 Cache,N/A,N/A,N/A,N/A
"Mobile Celeron 1.40 GHz, 256K Cache, 400 MHz FSB",Discontinued,Q2'04,Northwood,1,N/A,130,N/A,1.40,30,0.25,L2 Cache,N/A,N/A,N/A,N/A
"Mobile Celeron 1.50 GHz, 256K Cache, 400 MHz FSB",Discontinued,Q2'04,Northwood,1,N/A,130,N/A,1.50,30,0.25,L2 Cache,N/A,N/A,N/A,N/A
"Mobile Celeron 1.60 GHz, 256K Cache, 400 MHz FSB",Discontinued,Q2'04,Northwood,1,N/A,130,N/A,1.60,30,0.25,L2 Cache,N/A,N/A,N/A,N/A
Celeron D 315/315J,Discontinued,Q2'04,Prescott,1,N/A,90,N/A,2.26,73,0.25,L2 Cache,N/A,N/A,N/A,N/A
Celeron D 320,Discontinued,Q2'04,Prescott,1,N/A,90,N/A,2.40,73,0.25,L2 Cache,N/A,N/A,N/A,N/A
Celeron D 325,Discontinued,Q2'04,Prescott,1,N/A,90,N/A,2.53,73,0.25,L2 Cache,N/A,N/A,N/A,N/A
Celeron D 325/325J,Discontinued,Q2'04,Prescott,1,N/A,90,N/A,2.53,84,0.25,L2 Cache,N/A,N/A,N/A,N/A
Celeron D 326,Discontinued,Q2'04,Prescott,1,N/A,90,N/A,2.53,84,0.25,L2 Cache,N/A,N/A,N/A,N/A
Celeron D 330/330J,Discontinued,Q2'04,Prescott,1,N/A,90,N/A,2.66,73,0.25,L2 Cache,N/A,N/A,N/A,N/A
Celeron D 335/335J,Discontinued,Q2'04,Prescott,1,N/A,90,N/A,2.80,73,0.25,L2 Cache,N/A,N/A,N/A,N/A
Celeron M 320,Discontinued,Q2'03,Banias,1,N/A,130,N/A,1.30,24.5,0.5,L2 Cache,N/A,N/A,N/A,N/A
"Celeron 2.50 GHz, 128K Cache, 400 MHz FSB",Discontinued,Q1'02,Northwood,1,N/A,130,N/A,2.50,61,0.125,L2 Cache,N/A,N/A,N/A,N/A
"Celeron M 600 MHz, 512K Cache, 400 MHz FSB",Discontinued,Q2'03,Banias,1,N/A,130,N/A,0.60,7,0.5,L2 Cache,N/A,N/A,N/A,N/A
"Celeron 2.00 GHz, 128K Cache, 400 MHz FSB",Discontinued,Q1'02,Northwood,1,N/A,130,N/A,2.00,52.8,0.125,L2 Cache,N/A,N/A,N/A,N/A
"Celeron 1.70 GHz, 128K Cache, 400 MHz FSB",Discontinued,Q1'02,Northwood,1,N/A,130,N/A,1.70,63.5,0.125,L2 Cache,N/A,N/A,N/A,N/A
"Mobile Celeron 2.20 GHz, 256K Cache, 400 MHz FSB",Discontinued,Q1'02,Northwood,1,N/A,130,N/A,2.20,35,0.25,L2 Cache,N/A,N/A,N/A,N/A
"Mobile Celeron 2.40 GHz, 256K Cache, 400 MHz FSB",Discontinued,Q1'02,Northwood,1,N/A,130,N/A,2.40,35,0.25,L2 Cache,N/A,N/A,N/A,N/A
"Mobile Celeron LV 650 MHz, 256K Cache, 100 MHz FSB",Discontinued,Q4'01,Tualatin,1,N/A,130,N/A,0.65,8.3,0.25,N/A,N/A,N/A,N/A,N/A
"Celeron 566 MHz, 128K Cache, 66 MHz FSB",Discontinued,Q1'00,Coppermine,1,N/A,180,N/A,0.566,19.2,0.125,L2 Cache,N/A,N/A,N/A,N/A
"Celeron 733 MHz, 128K Cache, 66 MHz FSB",Discontinued,Q1'00,Coppermine,1,N/A,180,N/A,0.733,23.6,0.125,L2 Cache,N/A,N/A,N/A,N/A
"Celeron 850 MHz, 128K Cache, 100 MHz FSB",Discontinued,Q1'00,Coppermine,1,N/A,180,N/A,0.85,25.7,0.125,L2 Cache,N/A,N/A,N/A,N/A
"Celeron 433 MHz, 128K Cache, 66 MHz FSB",Discontinued,Q2'99,Mendocino,1,N/A,250,N/A,0.433,24.1,0.125,L2 Cache,N/A,N/A,N/A,N/A
"Celeron 300 MHz, 128K Cache, 66 MHz FSB",Discontinued,Q1'99,Mendocino,1,N/A,250,N/A,0.30,17.8,0.125,L2 Cache,N/A,N/A,N/A,N/A
"Celeron 366 MHz, 128K Cache, 66 MHz FSB",Discontinued,Q1'99,Mendocino,1,N/A,250,N/A,0.366,21.7,0.125,L2 Cache,N/A,N/A,N/A,N/A
