Product,Status,Release Date,Cores,Max. Turbo Freq.(GHz),Base Freq.(GHz),Cache(MB),Cache Info,Integrated Graphics
Celeron M 310,Discontinued,N/A,1,N/A,1.20,0.5,L2 Cache,N/A
Celeron M 320,Discontinued,Q2'03,1,N/A,1.30,0.5,L2 Cache,N/A
Celeron M 330,Discontinued,N/A,1,N/A,1.40,0.5,L2 Cache,N/A
Celeron M 340,Discontinued,N/A,1,N/A,1.50,0.5,L2 Cache,N/A
Celeron M 350,Discontinued,N/A,1,N/A,1.30,1,L2 Cache,N/A
Celeron M 360,Discontinued,N/A,1,N/A,1.40,1,L2 Cache,N/A
Celeron M 370,Discontinued,Q2'04,1,N/A,1.50,1,L2 Cache,N/A
Celeron M 380,Discontinued,N/A,1,N/A,1.60,1,L2 Cache,N/A
Celeron M 390,Discontinued,N/A,1,N/A,1.70,1,L2 Cache,N/A
Celeron M 410,Discontinued,N/A,1,N/A,1.46,1,L2 Cache,N/A
Celeron M 420,Discontinued,N/A,1,N/A,1.60,1,L2 Cache,N/A
Celeron M 430,Discontinued,N/A,1,N/A,1.73,1,L2 Cache,N/A
Celeron M 440,Discontinued,Q1'06,1,N/A,1.86,1,L2 Cache,N/A
Celeron M 450,Discontinued,N/A,1,N/A,2.00,1,L2 Cache,N/A
Celeron M ULV 333,Discontinued,N/A,1,N/A,0.90,0.5,L2 Cache,N/A
Celeron M ULV 353,Discontinued,N/A,1,N/A,0.90,0.5,L2 Cache,N/A
Celeron M ULV 373,Discontinued,Q2'04,1,N/A,1.00,0.5,L2 Cache,N/A
Celeron M ULV 383,Discontinued,N/A,1,N/A,1.00,1,L2 Cache,N/A
Celeron M ULV 423,Discontinued,Q1'06,1,N/A,1.06,1,L2 Cache,N/A
"Celeron M ULV 800 MHz, 512K Cache, 400 MHz FSB",Discontinued,N/A,1,N/A,0.80,0.5,L2 Cache,N/A
"Celeron 1.00 GHz, 128K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,1.00,0.125,L2 Cache,N/A
"Celeron 1.00 GHz, 256K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,1.00,0.25,L2 Cache,N/A
"Celeron 1.10 GHz, 128K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,1.10,0.125,L2 Cache,N/A
"Celeron 1.10 GHz, 256K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,1.10,0.25,L2 Cache,N/A
"Celeron 1.20 GHz, 256K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,1.20,0.25,L2 Cache,N/A
"Celeron 1.30 GHz, 256K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,1.30,0.25,L2 Cache,N/A
"Celeron 1.40 GHz, 256K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,1.40,0.25,L2 Cache,N/A
"Celeron 1.70 GHz, 128K Cache, 400 MHz FSB",Discontinued,Q1'02,1,N/A,1.70,0.125,L2 Cache,N/A
"Celeron 1.80 GHz, 128K Cache, 400 MHz FSB",Discontinued,N/A,1,N/A,1.80,0.125,L2 Cache,N/A
"Celeron 2.00 GHz, 128K Cache, 400 MHz FSB",Discontinued,Q1'02,1,N/A,2.00,0.125,L2 Cache,N/A
"Celeron 2.10 GHz, 128K Cache, 400 MHz FSB",Discontinued,N/A,1,N/A,2.10,0.125,L2 Cache,N/A
"Celeron 2.20 GHz, 128K Cache, 400 MHz FSB",Discontinued,N/A,1,N/A,2.20,0.125,L2 Cache,N/A
"Celeron 2.30 GHz, 128K Cache, 400 MHz FSB",Discontinued,N/A,1,N/A,2.30,0.125,L2 Cache,N/A
"Celeron 2.40 GHz, 128K Cache, 400 MHz FSB",Discontinued,N/A,1,N/A,2.40,0.125,L2 Cache,N/A
"Celeron 2.50 GHz, 128K Cache, 400 MHz FSB",Discontinued,Q1'02,1,N/A,2.50,0.125,L2 Cache,N/A
"Celeron 2.60 GHz, 128K Cache, 400 MHz FSB",Discontinued,N/A,1,N/A,2.60,0.125,L2 Cache,N/A
"Celeron 2.70 GHz, 128K Cache, 400 MHz FSB",Discontinued,N/A,1,N/A,2.70,0.125,L2 Cache,N/A
"Celeron 2.80 GHz, 128K Cache, 400 MHz FSB",Discontinued,N/A,1,N/A,2.80,0.125,L2 Cache,N/A
"Celeron 300 MHz, 128K Cache, 66 MHz FSB",Discontinued,Q1'99,1,N/A,0.30,0.125,L2 Cache,N/A
"Celeron 333 MHz, 128K Cache, 66 MHz FSB",Discontinued,N/A,1,N/A,0.333,0.125,L2 Cache,N/A
"Celeron 366 MHz, 128K Cache, 66 MHz FSB",Discontinued,Q1'99,1,N/A,0.366,0.125,L2 Cache,N/A
"Celeron 400 MHz, 128K Cache, 66 MHz FSB",Discontinued,N/A,1,N/A,0.40,0.125,L2 Cache,N/A
"Celeron 433 MHz, 128K Cache, 66 MHz FSB",Discontinued,Q2'99,1,N/A,0.433,0.125,L2 Cache,N/A
"Celeron 500 MHz, 128K Cache, 66 MHz FSB",Discontinued,N/A,1,N/A,0.50,0.125,L2 Cache,N/A
"Celeron 533 MHz, 128K Cache, 66 MHz FSB",Discontinued,N/A,1,N/A,0.533,0.125,L2 Cache,N/A
"Celeron 566 MHz, 128K Cache, 66 MHz FSB",Discontinued,Q1'00,1,N/A,0.566,0.125,L2 Cache,N/A
"Celeron 600 MHz, 128K Cache, 66 MHz FSB",Discontinued,N/A,1,N/A,0.60,0.125,L2 Cache,N/A
"Celeron 633 MHz, 128K Cache, 66 MHz FSB",Discontinued,N/A,1,N/A,0.633,0.125,L2 Cache,N/A
"Celeron 667 MHz, 128K Cache, 66 MHz FSB",Discontinued,N/A,1,N/A,0.667,0.125,L2 Cache,N/A
"Celeron 700 MHz, 128K Cache, 66 MHz FSB",Discontinued,N/A,1,N/A,0.70,0.125,L2 Cache,N/A
"Celeron 733 MHz, 128K Cache, 66 MHz FSB",Discontinued,Q1'00,1,N/A,0.733,0.125,L2 Cache,N/A
"Celeron 766 MHz, 128K Cache, 66 MHz FSB",Discontinued,N/A,1,N/A,0.766,0.125,L2 Cache,N/A
"Celeron 800 MHz, 128K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,0.80,0.125,L2 Cache,N/A
"Celeron 850 MHz, 128K Cache, 100 MHz FSB",Discontinued,Q1'00,1,N/A,0.85,0.125,L2 Cache,N/A
"Celeron 900 MHz, 128K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,0.90,0.125,L2 Cache,N/A
"Celeron 900 MHz, 256K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,0.90,0.25,L2 Cache,N/A
"Celeron 950 MHz, 128K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,0.95,0.125,L2 Cache,N/A
"Mobile Celeron 1.00 GHz, 256K Cache, 133 MHz FSB",Discontinued,N/A,1,N/A,1.00,0.25,L2 Cache,N/A
"Mobile Celeron 1.06 GHz, 256K Cache, 133 MHz FSB",Discontinued,N/A,1,N/A,1.06,0.25,L2 Cache,N/A
"Mobile Celeron 1.13 GHz, 256K Cache, 133 MHz FSB",Discontinued,N/A,1,N/A,1.13,0.25,L2 Cache,N/A
"Mobile Celeron 1.20 GHz, 256K Cache, 133 MHz FSB",Discontinued,N/A,1,N/A,1.20,0.25,L2 Cache,N/A
"Mobile Celeron 1.20 GHz, 256K Cache, 400 MHz FSB",Discontinued,Q1'02,1,N/A,1.20,0.25,L2 Cache,N/A
"Mobile Celeron 1.33 GHz, 256K Cache, 133 MHz FSB",Discontinued,N/A,1,N/A,1.33,0.25,L2 Cache,N/A
"Mobile Celeron 1.40 GHz, 256K Cache, 400 MHz FSB",Discontinued,Q2'04,1,N/A,1.40,0.25,L2 Cache,N/A
"Mobile Celeron 1.50 GHz, 256K Cache, 400 MHz FSB",Discontinued,Q2'04,1,N/A,1.50,0.25,L2 Cache,N/A
"Mobile Celeron 1.60 GHz, 256K Cache, 400 MHz FSB",Discontinued,Q2'04,1,N/A,1.60,0.25,L2 Cache,N/A
"Mobile Celeron 1.70 GHz, 256K Cache, 400 MHz FSB",Discontinued,N/A,1,N/A,1.70,0.25,L2 Cache,N/A
"Mobile Celeron 1.80 GHz, 256K Cache, 400 MHz FSB",Discontinued,N/A,1,N/A,1.80,0.25,L2 Cache,N/A
"Mobile Celeron 2.00 GHz, 256K Cache, 400 MHz FSB",Discontinued,N/A,1,N/A,2.00,0.25,L2 Cache,N/A
"Mobile Celeron 2.20 GHz, 256K Cache, 400 MHz FSB",Discontinued,Q1'02,1,N/A,2.20,0.25,L2 Cache,N/A
"Mobile Celeron 2.40 GHz, 256K Cache, 400 MHz FSB",Discontinued,Q1'02,1,N/A,2.40,0.25,L2 Cache,N/A
"Mobile Celeron 2.50 GHz, 256K Cache, 400 MHz FSB",Discontinued,N/A,1,N/A,2.50,0.25,L2 Cache,N/A
"Mobile Celeron 450 MHz, 128K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,0.45,0.125,L2 Cache,N/A
"Mobile Celeron 500 MHz, 128K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,0.50,0.125,L2 Cache,N/A
"Mobile Celeron 550 MHz, 128K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,0.55,0.125,L2 Cache,N/A
"Mobile Celeron 600 MHz, 128K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,0.60,0.125,L2 Cache,N/A
"Mobile Celeron 650 MHz, 128K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,0.65,0.125,L2 Cache,N/A
"Mobile Celeron 700 MHz, 128K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,0.70,0.125,L2 Cache,N/A
"Mobile Celeron 733 MHz, 128K Cache, 133 MHz FSB",Discontinued,N/A,1,N/A,0.733,0.125,L2 Cache,N/A
"Mobile Celeron 750 MHz, 128K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,0.75,0.125,L2 Cache,N/A
"Mobile Celeron 800 MHz, 128K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,0.80,0.125,L2 Cache,N/A
"Mobile Celeron 800 MHz, 128K Cache, 133 MHz FSB",Discontinued,N/A,1,N/A,0.80,0.125,L2 Cache,N/A
"Mobile Celeron 850 MHz, 128K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,0.85,0.125,L2 Cache,N/A
"Mobile Celeron 866 MHz, 128K Cache, 133 MHz FSB",Discontinued,N/A,1,N/A,0.866,0.125,L2 Cache,N/A
"Mobile Celeron 900 MHz, 128K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,0.90,0.125,L2 Cache,N/A
"Mobile Celeron 933 MHz, 128K Cache, 133 MHz FSB",Discontinued,N/A,1,N/A,0.933,0.125,L2 Cache,N/A
"Mobile Celeron LV 400 MHz, 128K Cache, 100 MHz FSB",Discontinued,N/A,1,N/A,0.40,0.125,L2 Cache,N/A
"Mobile Celeron LV 650 MHz, 256K Cache, 100 MHz FSB",Discontinued,Q4'01,1,N/A,0.65,0.25,N/A,N/A
Celeron D 347,Discontinued,Q4'06,1,N/A,3.06,0.5,L2 Cache,N/A
Celeron D 365,Discontinued,Q1'07,1,N/A,3.60,0.5,L2 Cache,N/A
Celeron M 520,Discontinued,Q1'07,1,N/A,1.60,1,L2 Cache,N/A
Celeron M ULV 443,Discontinued,N/A,1,N/A,1.20,1,L2 Cache,N/A
Celeron M 530,Discontinued,Q3'06,1,N/A,1.73,1,L2 Cache,N/A
Celeron 420,Discontinued,Q2'07,1,N/A,1.60,0.5,L2 Cache,N/A
Celeron 430,Discontinued,Q2'07,1,N/A,1.60,0.5,L2 Cache,N/A
Celeron 440,Discontinued,Q3'06,1,N/A,2.00,0.5,L2 Cache,N/A
"Celeron 1.66 GHz, 1M Cache, 667 MHz FSB",Discontinued,Q1'06,1,N/A,1.66,1,L2 Cache,N/A
"Celeron 1.83 GHz, 1M Cache, 667 MHz FSB",Discontinued,Q1'07,1,N/A,1.83,1,L2 Cache,N/A
Celeron 540,Discontinued,Q3'07,1,N/A,1.86,1,L2 Cache,N/A
Celeron 550,Discontinued,Q3'06,1,N/A,2.00,1,L2 Cache,N/A
"Mobile Celeron 733 MHz, 256K Cache, 133 MHz FSB",Discontinued,N/A,1,N/A,0.733,0.25,L2 Cache,N/A
Celeron M 215,Discontinued,N/A,1,N/A,1.33,0.5,L2 Cache,N/A
Celeron M ULV 523,Discontinued,Q3'07,1,N/A,0.93,1,L2 Cache,N/A
Celeron 530,Discontinued,Q1'07,1,N/A,1.73,1,L2 Cache,N/A
Celeron 220,Discontinued,Q4'07,1,N/A,1.20,0.5,L2 Cache,N/A
Celeron 560,Discontinued,Q1'08,1,N/A,2.13,1,L2 Cache,N/A
Celeron E1200,Discontinued,Q1'08,2,N/A,1.60,0.5,L2 Cache,N/A
Celeron E1600,Discontinued,Q2'09,2,N/A,2.40,0.5,L2 Cache,N/A
Celeron E1500,Discontinued,Q3'06,2,N/A,2.20,0.5,L2 Cache,N/A
Celeron E1400,Discontinued,Q2'08,2,N/A,2.00,0.5,L2 Cache,N/A
Celeron 450,Discontinued,Q3'08,1,N/A,2.20,0.5,L2 Cache,N/A
Celeron 570,Discontinued,Q2'08,1,N/A,2.26,1,L2 Cache,N/A
Celeron 575,Discontinued,Q3'06,1,N/A,2.00,1,L2 Cache,N/A
Celeron 585,Discontinued,Q3'08,1,N/A,2.16,1,L2 Cache,N/A
Celeron M ULV 723,Discontinued,Q3'08,1,N/A,1.20,1,L2 Cache,N/A
Celeron M ULV 722,Discontinued,Q3'08,1,N/A,1.20,1,L2 Cache,N/A
Celeron T1700,Discontinued,Q4'08,2,N/A,1.83,1,L2 Cache,N/A
"Celeron M 600 MHz, 512K Cache, 400 MHz FSB",Discontinued,Q2'03,1,N/A,0.60,0.5,L2 Cache,N/A
Celeron T3100,Discontinued,Q3'08,2,N/A,1.90,1,L2 Cache,N/A
Celeron T1600,Discontinued,Q4'08,2,N/A,1.66,1,L2 Cache,N/A
Celeron ULV 573,Discontinued,Q3'06,1,N/A,1.00,0.5,L2 Cache,N/A
Celeron 900,Discontinued,Q1'09,1,N/A,2.20,1,L2 Cache,N/A
"Celeron 466 MHz, 128K Cache, 66 MHz FSB",Discontinued,N/A,1,N/A,0.466,0.125,N/A,N/A
Celeron T3500,Discontinued,Q3'10,2,N/A,2.10,1,N/A,N/A
Celeron E3200,Discontinued,Q3'09,2,N/A,2.40,1,L2 Cache,N/A
Celeron E3300,Discontinued,Q3'09,2,N/A,2.50,1,L2 Cache,N/A
Celeron E3400,Discontinued,Q1'10,2,N/A,2.60,1,Intel Smart Cache,N/A
Celeron E3500,Discontinued,Q3'10,2,N/A,2.70,1,Intel Smart Cache,N/A
Celeron SU2300,Discontinued,Q3'09,2,N/A,1.20,1,N/A,N/A
Celeron T3300,Discontinued,Q1'10,2,N/A,2.00,1,N/A,N/A
Celeron P4500,Discontinued,Q1'10,2,N/A,1.86,2,Intel Smart Cache,N/A
Celeron P1053,Discontinued,Q1'10,1,N/A,1.33,2,L3 Cache,N/A
"Mobile Celeron 366 MHz, 128K Cache, 66 MHz FSB",Discontinued,N/A,1,N/A,0.366,0.125,L2 Cache,N/A
Celeron P4505,Discontinued,Q1'10,2,N/A,1.86,2,Intel Smart Cache,N/A
Celeron U3400,Discontinued,Q2'10,2,N/A,1.06,2,Intel Smart Cache,N/A
"Celeron 2.40 GHz, 256K Cache, 533 MHz FSB",Discontinued,N/A,1,N/A,2.40,0.25,L2 Cache,N/A
"Celeron 266 MHz, 66 MHz FSB",Discontinued,N/A,1,N/A,0.266,N/A,N/A,N/A
"Celeron 300 MHz, 66 MHz FSB",Discontinued,N/A,1,N/A,0.30,0.25,L2 Cache,N/A
"Mobile Celeron 266 MHz, 128K Cache, 66 MHz FSB",Discontinued,N/A,1,N/A,0.266,0.125,L2 Cache,N/A
"Mobile Celeron 300 MHz, 128K Cache, 66 MHz FSB",Discontinued,N/A,1,N/A,0.30,0.125,L2 Cache,N/A
"Mobile Celeron 400 MHz, 128K Cache, 66 MHz FSB",Discontinued,N/A,1,N/A,0.40,0.125,L2 Cache,N/A
"Mobile Celeron 433 MHz, 128K Cache, 66 MHz FSB",Discontinued,N/A,1,N/A,0.433,0.125,L2 Cache,N/A
"Mobile Celeron 466 MHz, 128K Cache, 66 MHz FSB",Discontinued,N/A,1,N/A,0.466,0.125,L2 Cache,N/A
Celeron U3600,Discontinued,Q1'11,2,N/A,1.20,2,Intel Smart Cache,Intel HD Graphics for Previous Generation Intel Processors
Celeron U3405,Discontinued,Q1'10,2,N/A,1.06,2,N/A,Intel HD Graphics for Previous Generation Intel Processors
Celeron P4600,Discontinued,Q3'10,2,N/A,2.00,2,Intel Smart Cache,Intel HD Graphics for Previous Generation Intel Processors
Celeron G530,Discontinued,Q3'11,2,N/A,2.40,2,Intel Smart Cache,Intel HD Graphics for 2nd Generation Intel Processors
Celeron G530T,Discontinued,Q3'11,2,N/A,2.00,2,Intel Smart Cache,Intel HD Graphics for 2nd Generation Intel Processors
Celeron G540,Discontinued,Q3'11,2,N/A,2.50,2,Intel Smart Cache,Intel HD Graphics for 2nd Generation Intel Processors
Celeron G540T,Discontinued,Q2'12,2,N/A,2.10,2,Intel Smart Cache,Intel HD Graphics for 2nd Generation Intel Processors
Celeron G550,Discontinued,Q2'12,2,N/A,2.60,2,Intel Smart Cache,Intel HD Graphics for 2nd Generation Intel Processors
Celeron G550T,Discontinued,Q3'12,2,N/A,2.20,2,Intel Smart Cache,Intel HD Graphics for 2nd Generation Intel Processors
Celeron ULV 763,Discontinued,Q1'11,1,N/A,1.40,1,L2 Cache,N/A
Celeron 925,Discontinued,Q1'11,1,N/A,2.30,1,L2 Cache,N/A
Celeron B810,Discontinued,Q1'11,2,N/A,1.60,2,Intel Smart Cache,Intel HD Graphics for 2nd Generation Intel Processors
Celeron B810E,Discontinued,Q2'11,2,N/A,1.60,2,Intel Smart Cache,Intel HD Graphics for 2nd Generation Intel Processors
Celeron 847E,Discontinued,Q2'11,2,N/A,1.10,2,Intel Smart Cache,Intel HD Graphics for 2nd Generation Intel Processors
Celeron 827E,Discontinued,Q3'11,1,N/A,1.40,1.5,Intel Smart Cache,Intel HD Graphics for 2nd Generation Intel Processors
Celeron 847,Discontinued,Q2'11,2,N/A,1.10,2,L3 Cache,Yes (Name Unknown)
Celeron G447,Discontinued,Q3'11,1,N/A,1.60,1,Intel Smart Cache,Intel HD Graphics for 2nd Generation Intel Processors
Celeron B710,Discontinued,Q3'11,1,N/A,1.60,1.5,L3 Cache,Intel HD Graphics for 2nd Generation Intel Processors
Celeron B800,Discontinued,Q2'11,2,N/A,1.50,2,L3 Cache,Intel HD Graphics for 2nd Generation Intel Processors
Celeron 787,Discontinued,Q3'11,1,N/A,1.30,1.5,L3 Cache,Intel HD Graphics for 2nd Generation Intel Processors
Celeron 857,Discontinued,Q3'11,2,N/A,1.20,2,L3 Cache,Intel HD Graphics for 2nd Generation Intel Processors
Celeron B840,Discontinued,Q3'11,2,N/A,1.90,2,L3 Cache,Intel HD Graphics for 2nd Generation Intel Processors
Celeron 807UE,Discontinued,Q4'11,1,N/A,1.00,1,Intel Smart Cache,Intel HD Graphics for 2nd Generation Intel Processors
Celeron G460,Discontinued,Q4'11,1,N/A,1.80,1.5,Intel Smart Cache,Intel HD Graphics for 2nd Generation Intel Processors
Celeron 797,Discontinued,Q1'12,1,N/A,1.40,1.5,L3 Cache,Intel HD Graphics for 2nd Generation Intel Processors
Celeron 867,Discontinued,Q1'12,2,N/A,1.30,2,L3 Cache,Intel HD Graphics for 2nd Generation Intel Processors
Celeron B815,Discontinued,Q1'12,2,N/A,1.60,2,L3 Cache,Intel HD Graphics for 2nd Generation Intel Processors
Celeron B720,Discontinued,Q1'12,1,N/A,1.70,1.5,L3 Cache,Intel HD Graphics for 2nd Generation Intel Processors
Celeron 877,Discontinued,Q2'12,2,N/A,1.40,2,L3 Cache,Intel HD Graphics for 2nd Generation Intel Processors
Celeron B820,Discontinued,Q3'12,2,N/A,1.70,2,N/A,Intel HD Graphics for 2nd Generation Intel Processors
Celeron 807,Discontinued,Q2'12,1,N/A,1.50,1.5,L3 Cache,Intel HD Graphics for 2nd Generation Intel Processors
Celeron 725C,Discontinued,Q2'12,1,N/A,1.30,1.5,L3 Cache,N/A
Celeron G555,Discontinued,Q3'12,2,N/A,2.70,2,Intel Smart Cache,Intel HD Graphics for 2nd Generation Intel Processors
